"Time (s)";"Magnetic field x (µT)";"Magnetic field y (µT)";"Magnetic field z (µT)"
5.824618800E-1;-1.055999947E1;-1.823999977E1;-4.355999756E1
5.924627030E-1;-1.031999969E1;-1.794000053E1;-4.391999817E1
6.024634800E-1;-9.719999313E0;-1.787999916E1;-4.457999802E1
6.120417950E-1;-9.539999962E0;-1.781999969E1;-4.481999969E1
6.300687950E-1;-9.119999886E0;-1.794000053E1;-4.481999969E1
6.400687950E-1;-8.939999580E0;-1.805999947E1;-4.559999847E1
6.500682950E-1;-8.279999733E0;-1.829999924E1;-4.553999710E1
6.600679610E-1;-7.619999886E0;-1.800000000E1;-4.511999893E1
6.700677110E-1;-7.199999809E0;-1.776000023E1;-4.481999969E1
6.800653110E-1;-6.839999676E0;-1.776000023E1;-4.368000031E1
6.900658110E-1;-6.839999676E0;-1.715999985E1;-4.302000046E1
7.000656680E-1;-6.779999733E0;-1.727999878E1;-4.307999802E1
7.100656680E-1;-6.659999847E0;-1.745999908E1;-4.289999771E1
7.101656680E-1;-6.899999619E0;-1.757999992E1;-4.361999893E1
7.201655680E-1;-6.779999733E0;-1.823999977E1;-4.361999893E1
7.301630220E-1;-6.299999714E0;-1.829999924E1;-4.427999878E1
7.401629380E-1;-6.119999886E0;-1.823999977E1;-4.475999832E1
7.501629380E-1;-5.400000095E0;-1.787999916E1;-4.505999756E1
7.601628660E-1;-4.679999828E0;-1.668000031E1;-4.589999771E1
7.701613320E-1;-5.099999905E0;-1.655999947E1;-4.577999878E1
7.801613320E-1;-5.099999905E0;-1.644000053E1;-4.571999741E1
7.901612730E-1;-4.799999714E0;-1.613999939E1;-4.584000015E1
8.001612170E-1;-4.739999771E0;-1.619999886E1;-4.589999771E1
8.097387430E-1;-4.559999943E0;-1.602000046E1;-4.595999908E1
8.189373930E-1;-4.559999943E0;-1.602000046E1;-4.595999908E1
8.349643930E-1;-4.920000076E0;-1.602000046E1;-4.650000000E1
8.449643930E-1;-5.400000095E0;-1.577999973E1;-4.668000031E1
8.549638930E-1;-5.699999809E0;-1.631999969E1;-4.625999832E1
8.649545590E-1;-6.179999828E0;-1.679999924E1;-4.571999741E1
8.749478090E-1;-6.659999847E0;-1.769999886E1;-4.391999817E1
8.849424090E-1;-7.319999695E0;-1.955999947E1;-4.104000092E1
8.949377420E-1;-8.939999580E0;-2.111999893E1;-3.905999756E1
9.049337420E-1;-9.960000038E0;-2.297999954E1;-3.743999863E1
9.149312420E-1;-1.031999969E1;-2.369999886E1;-3.761999893E1
9.249312420E-1;-1.055999947E1;-2.387999916E1;-3.857999802E1
9.349311420E-1;-1.001999950E1;-2.442000008E1;-3.857999802E1
9.449319600E-1;-9.119999886E0;-2.393999863E1;-3.900000000E1
9.549319600E-1;-8.760000229E0;-2.423999977E1;-3.827999878E1
9.649318830E-1;-8.340000153E0;-2.423999977E1;-3.797999954E1
9.749318110E-1;-7.559999943E0;-2.357999992E1;-3.845999908E1
9.849315440E-1;-7.199999809E0;-2.303999901E1;-3.845999908E1
9.949315440E-1;-6.839999676E0;-2.345999908E1;-3.845999908E1
1.004931544E0;-6.659999847E0;-2.411999893E1;-3.791999817E1
1.014931488E0;-6.420000076E0;-2.477999878E1;-3.725999832E1
1.024509014E0;-6.539999962E0;-2.568000031E1;-3.689999771E1
1.042536014E0;-6.059999943E0;-2.592000008E1;-3.677999878E1
1.052535014E0;-5.699999809E0;-2.615999985E1;-3.677999878E1
1.062524514E0;-6.119999886E0;-2.681999969E1;-3.702000046E1
1.072524180E0;-5.699999809E0;-2.735999870E1;-3.600000000E1
1.082524180E0;-5.639999866E0;-2.718000031E1;-3.527999878E1
1.092523980E0;-5.400000095E0;-2.687999916E1;-3.431999969E1
1.102523813E0;-5.099999905E0;-2.663999939E1;-3.354000092E1
1.112523813E0;-5.639999866E0;-2.645999908E1;-3.377999878E1
1.122523813E0;-5.759999752E0;-2.687999916E1;-3.347999954E1
1.132523701E0;-5.339999676E0;-2.700000000E1;-3.395999908E1
1.142523601E0;-4.920000076E0;-2.676000023E1;-3.377999878E1
1.152523328E0;-4.440000057E0;-2.700000000E1;-3.354000092E1
1.162523328E0;-4.799999714E0;-2.705999947E1;-3.365999985E1
1.172523251E0;-5.639999866E0;-2.795999908E1;-3.281999969E1
1.182523179E0;-6.239999771E0;-2.861999893E1;-3.263999939E1
1.192523112E0;-6.839999676E0;-2.885999870E1;-3.234000015E1
1.202523112E0;-6.839999676E0;-2.927999878E1;-3.167999840E1
1.212523112E0;-7.079999924E0;-2.927999878E1;-3.252000046E1
1.222523056E0;-7.199999809E0;-2.909999847E1;-3.270000076E1
1.232100582E0;-6.719999790E0;-2.861999893E1;-3.336000061E1
1.241299232E0;-6.719999790E0;-2.861999893E1;-3.336000061E1
1.257326232E0;-6.480000019E0;-2.789999962E1;-3.347999954E1
1.267325232E0;-6.179999828E0;-2.711999893E1;-3.336000061E1
1.277324732E0;-5.759999752E0;-2.669999886E1;-3.354000092E1
1.287324732E0;-5.879999638E0;-2.693999863E1;-3.318000031E1
1.297324482E0;-6.239999771E0;-2.681999969E1;-3.365999985E1
1.307324282E0;-6.539999962E0;-2.700000000E1;-3.359999847E1
1.317322448E0;-7.079999924E0;-2.700000000E1;-3.347999954E1
1.327322448E0;-8.099999428E0;-2.700000000E1;-3.347999954E1
1.337322448E0;-8.819999695E0;-2.681999969E1;-3.318000031E1
1.347322336E0;-9.179999352E0;-2.663999939E1;-3.347999954E1
1.357322236E0;-9.599999428E0;-2.639999962E1;-3.384000015E1
1.367322145E0;-9.479999542E0;-2.573999977E1;-3.450000000E1
1.377322145E0;-9.599999428E0;-2.585999870E1;-3.486000061E1
1.387322145E0;-9.899999619E0;-2.550000000E1;-3.521999741E1
1.397322073E0;-9.960000038E0;-2.561999893E1;-3.509999847E1
1.407320273E0;-9.840000153E0;-2.573999977E1;-3.468000031E1
1.417320273E0;-9.779999733E0;-2.543999863E1;-3.534000015E1
1.427320214E0;-1.013999939E1;-2.561999893E1;-3.563999939E1
1.437320158E0;-1.080000019E1;-2.555999947E1;-3.557999802E1
1.446897684E0;-1.127999973E1;-2.550000000E1;-3.636000061E1
1.456096334E0;-1.127999973E1;-2.550000000E1;-3.636000061E1
1.472123334E0;-1.188000011E1;-2.543999863E1;-3.636000061E1
1.482122334E0;-1.211999989E1;-2.519999886E1;-3.623999786E1
1.492111834E0;-1.242000008E1;-2.495999908E1;-3.659999847E1
1.502111834E0;-1.313999939E1;-2.537999916E1;-3.588000107E1
1.512111584E0;-1.373999977E1;-2.592000008E1;-3.539999771E1
1.522111384E0;-1.446000004E1;-2.651999855E1;-3.455999756E1
1.532111217E0;-1.457999992E1;-2.663999939E1;-3.420000076E1
1.542111074E0;-1.523999977E1;-2.700000000E1;-3.413999939E1
1.552111074E0;-1.535999966E1;-2.693999863E1;-3.431999969E1
1.562109629E0;-1.529999924E1;-2.676000023E1;-3.479999924E1
1.572109529E0;-1.613999939E1;-2.663999939E1;-3.515999985E1
1.582109529E0;-1.583999920E1;-2.585999870E1;-3.563999939E1
1.592109445E0;-1.631999969E1;-2.531999969E1;-3.588000107E1
1.602109368E0;-1.710000038E1;-2.507999992E1;-3.552000046E1
1.612109296E0;-1.745999908E1;-2.507999992E1;-3.504000092E1
1.622107496E0;-1.818000031E1;-2.489999962E1;-3.504000092E1
1.632107496E0;-1.884000015E1;-2.477999878E1;-3.509999847E1
1.642107437E0;-1.937999916E1;-2.471999931E1;-3.552000046E1
1.652107381E0;-1.973999977E1;-2.465999985E1;-3.563999939E1
1.661685328E0;-2.087999916E1;-2.513999939E1;-3.575999832E1
1.670883978E0;-2.087999916E1;-2.513999939E1;-3.575999832E1
1.686910978E0;-2.081999969E1;-2.489999962E1;-3.575999832E1
1.696910978E0;-2.177999878E1;-2.471999931E1;-3.636000061E1
1.706910478E0;-2.189999962E1;-2.471999931E1;-3.713999939E1
1.716910478E0;-2.171999931E1;-2.418000031E1;-3.671999741E1
1.726910478E0;-2.273999977E1;-2.460000038E1;-3.707999802E1
1.736910278E0;-2.202000046E1;-2.471999931E1;-3.707999802E1
1.746910111E0;-2.231999969E1;-2.429999924E1;-3.713999939E1
1.756909968E0;-2.273999977E1;-2.484000015E1;-3.738000107E1
1.766909968E0;-2.243999863E1;-2.453999901E1;-3.684000015E1
1.776908523E0;-2.255999947E1;-2.418000031E1;-3.707999802E1
1.777008523E0;-2.261999893E1;-2.418000031E1;-3.720000076E1
1.787006068E0;-2.189999962E1;-2.315999985E1;-3.768000031E1
1.797006068E0;-2.165999985E1;-2.321999931E1;-3.815999985E1
1.807005991E0;-2.177999878E1;-2.315999985E1;-3.804000092E1
1.817005919E0;-2.147999954E1;-2.279999924E1;-3.834000015E1
1.826470785E0;-2.231999969E1;-2.345999908E1;-3.804000092E1
1.844497785E0;-2.292000008E1;-2.339999962E1;-3.815999985E1
1.854496785E0;-2.297999954E1;-2.321999931E1;-3.768000031E1
1.864496285E0;-2.393999863E1;-2.381999969E1;-3.647999954E1
1.873154285E0;-2.418000031E1;-2.411999893E1;-3.671999741E1
1.883158285E0;-2.418000031E1;-2.442000008E1;-3.629999924E1
1.893158085E0;-2.447999954E1;-2.477999878E1;-3.647999954E1
1.903157918E0;-2.429999924E1;-2.489999962E1;-3.641999817E1
1.913157775E0;-2.519999886E1;-2.555999947E1;-3.545999908E1
1.923157775E0;-2.507999992E1;-2.537999916E1;-3.521999741E1
1.933157663E0;-2.555999947E1;-2.603999901E1;-3.486000061E1
1.943159463E0;-2.561999893E1;-2.592000008E1;-3.545999908E1
1.953160917E0;-2.513999939E1;-2.550000000E1;-3.636000061E1
1.963160833E0;-2.531999969E1;-2.568000031E1;-3.629999924E1
1.973160756E0;-2.501999855E1;-2.526000023E1;-3.618000031E1
1.983160684E0;-2.495999908E1;-2.579999924E1;-3.539999771E1
1.993158884E0;-2.442000008E1;-2.537999916E1;-3.521999741E1
2.003158884E0;-2.429999924E1;-2.550000000E1;-3.521999741E1
2.013158825E0;-2.429999924E1;-2.568000031E1;-3.545999908E1
2.023158825E0;-2.418000031E1;-2.568000031E1;-3.545999908E1
2.033158825E0;-2.471999931E1;-2.621999931E1;-3.545999908E1
2.043158775E0;-2.477999878E1;-2.669999886E1;-3.527999878E1
2.053158727E0;-2.453999901E1;-2.700000000E1;-3.438000107E1
2.063158090E0;-2.423999977E1;-2.615999985E1;-3.425999832E1
2.072809220E0;-2.381999969E1;-2.609999847E1;-3.384000015E1
2.090833220E0;-2.376000023E1;-2.513999939E1;-3.443999863E1
2.100832220E0;-2.381999969E1;-2.501999855E1;-3.539999771E1
2.110822220E0;-2.435999870E1;-2.561999893E1;-3.636000061E1
2.120822220E0;-2.442000008E1;-2.585999870E1;-3.641999817E1
2.130821970E0;-2.484000015E1;-2.693999863E1;-3.647999954E1
2.140821770E0;-2.447999954E1;-2.627999878E1;-3.671999741E1
2.150821603E0;-2.418000031E1;-2.579999924E1;-3.636000061E1
2.160821603E0;-2.435999870E1;-2.531999969E1;-3.647999954E1
2.170821603E0;-2.423999977E1;-2.501999855E1;-3.629999924E1
2.180825158E0;-2.435999870E1;-2.507999992E1;-3.581999969E1
2.190825058E0;-2.484000015E1;-2.592000008E1;-3.515999985E1
2.200824967E0;-2.429999924E1;-2.561999893E1;-3.509999847E1
2.210824967E0;-2.460000038E1;-2.568000031E1;-3.443999863E1
2.220824890E0;-2.513999939E1;-2.639999962E1;-3.425999832E1
2.230824818E0;-2.501999855E1;-2.615999985E1;-3.521999741E1
2.240289684E0;-2.585999870E1;-2.681999969E1;-3.521999741E1
2.258315684E0;-2.615999985E1;-2.711999893E1;-3.636000061E1
2.268315684E0;-2.634000015E1;-2.693999863E1;-3.659999847E1
2.278315684E0;-2.681999969E1;-2.705999947E1;-3.593999863E1
2.286307017E0;-2.723999977E1;-2.705999947E1;-3.570000076E1
2.302334017E0;-2.765999985E1;-2.705999947E1;-3.371999741E1
2.312333017E0;-2.789999962E1;-2.742000008E1;-3.221999741E1
2.322333017E0;-2.855999947E1;-2.831999969E1;-3.161999893E1
2.332333517E0;-2.850000000E1;-2.813999939E1;-3.107999992E1
2.342333517E0;-2.837999916E1;-2.795999908E1;-3.215999985E1
2.352333517E0;-2.861999893E1;-2.789999962E1;-3.281999969E1
2.362333517E0;-2.813999939E1;-2.711999893E1;-3.318000031E1
2.372333683E0;-2.801999855E1;-2.687999916E1;-3.438000107E1
2.382333825E0;-2.765999985E1;-2.687999916E1;-3.455999756E1
2.392333825E0;-2.753999901E1;-2.676000023E1;-3.527999878E1
2.402333936E0;-2.718000031E1;-2.651999855E1;-3.636000061E1
2.412334036E0;-2.627999878E1;-2.639999962E1;-3.647999954E1
2.422334036E0;-2.597999954E1;-2.634000015E1;-3.677999878E1
2.432334036E0;-2.568000031E1;-2.627999878E1;-3.623999786E1
2.442334036E0;-2.543999863E1;-2.621999931E1;-3.600000000E1
2.452189607E0;-2.597999954E1;-2.718000031E1;-3.570000076E1
2.461521807E0;-2.597999954E1;-2.718000031E1;-3.570000076E1
2.470896869E0;-2.537999916E1;-2.669999886E1;-3.570000076E1
2.480308633E0;-2.501999855E1;-2.681999969E1;-3.702000046E1
2.489753133E0;-2.442000008E1;-2.627999878E1;-3.750000000E1
2.498804448E0;-2.418000031E1;-2.573999977E1;-3.797999954E1
2.507503148E0;-2.418000031E1;-2.573999977E1;-3.797999954E1
2.523529148E0;-2.387999916E1;-2.555999947E1;-3.845999908E1
2.533529148E0;-2.435999870E1;-2.561999893E1;-3.797999954E1
2.543529148E0;-2.465999985E1;-2.603999901E1;-3.731999969E1
2.553529481E0;-2.501999855E1;-2.639999962E1;-3.689999771E1
2.563529481E0;-2.543999863E1;-2.657999992E1;-3.695999908E1
2.573529481E0;-2.495999908E1;-2.597999954E1;-3.707999802E1
2.583529481E0;-2.495999908E1;-2.573999977E1;-3.786000061E1
2.593529481E0;-2.471999931E1;-2.507999992E1;-3.797999954E1
2.603529606E0;-2.484000015E1;-2.484000015E1;-3.845999908E1
2.613529606E0;-2.531999969E1;-2.465999985E1;-3.887999725E1
2.623529606E0;-2.537999916E1;-2.442000008E1;-3.954000092E1
2.633530969E0;-2.507999992E1;-2.435999870E1;-4.002000046E1
2.643531802E0;-2.507999992E1;-2.423999977E1;-3.995999908E1
2.653533417E0;-2.477999878E1;-2.423999977E1;-4.037999725E1
2.663533417E0;-2.484000015E1;-2.435999870E1;-3.965999985E1
2.673531683E0;-2.519999886E1;-2.442000008E1;-4.020000076E1
2.683531745E0;-2.471999931E1;-2.400000000E1;-4.073999786E1
2.693531745E0;-2.393999863E1;-2.387999916E1;-4.050000000E1
2.703531745E0;-2.339999962E1;-2.387999916E1;-4.127999878E1
2.713109376E0;-2.285999870E1;-2.393999863E1;-4.115999985E1
2.722308126E0;-2.285999870E1;-2.393999863E1;-4.115999985E1
2.738341126E0;-2.292000008E1;-2.447999954E1;-4.061999893E1
2.748333126E0;-2.273999977E1;-2.453999901E1;-4.073999786E1
2.758329126E0;-2.231999969E1;-2.484000015E1;-4.020000076E1
2.768326792E0;-2.184000015E1;-2.495999908E1;-3.870000076E1
2.778323292E0;-2.165999985E1;-2.531999969E1;-3.827999878E1
2.788321692E0;-2.226000023E1;-2.627999878E1;-3.738000107E1
2.798320525E0;-2.219999886E1;-2.621999931E1;-3.659999847E1
2.808319525E0;-2.243999863E1;-2.651999855E1;-3.641999817E1
2.818318525E0;-2.292000008E1;-2.759999847E1;-3.455999756E1
2.828317636E0;-2.292000008E1;-2.747999954E1;-3.329999924E1
2.838316836E0;-2.411999893E1;-2.873999977E1;-3.143999863E1
2.848132017E0;-2.418000031E1;-2.969999886E1;-3.047999954E1
2.857296683E0;-2.418000031E1;-2.969999886E1;-3.047999954E1
2.857396683E0;-2.351999855E1;-2.892000008E1;-3.197999954E1
2.866681825E0;-2.279999924E1;-2.915999985E1;-3.234000015E1
2.876014691E0;-2.202000046E1;-2.873999977E1;-3.329999924E1
2.885387566E0;-2.250000000E1;-2.885999870E1;-3.413999939E1
2.894798154E0;-2.321999931E1;-2.915999985E1;-3.300000000E1
2.904242154E0;-2.381999969E1;-2.945999908E1;-3.395999908E1
2.913715417E0;-2.351999855E1;-2.892000008E1;-3.450000000E1
2.922813717E0;-2.339999962E1;-2.807999992E1;-3.521999741E1
2.931574050E0;-2.339999962E1;-2.807999992E1;-3.521999741E1
2.947599050E0;-2.285999870E1;-2.771999931E1;-3.575999832E1
2.957599050E0;-2.273999977E1;-2.771999931E1;-3.545999908E1
2.967599550E0;-2.273999977E1;-2.771999931E1;-3.521999741E1
2.977591216E0;-2.243999863E1;-2.831999969E1;-3.479999924E1
2.987591216E0;-2.243999863E1;-2.879999924E1;-3.443999863E1
2.997591216E0;-2.250000000E1;-2.879999924E1;-3.486000061E1
3.007591216E0;-2.237999916E1;-2.903999901E1;-3.563999939E1
3.017591358E0;-2.160000038E1;-2.789999962E1;-3.654000092E1
3.027591358E0;-2.093999863E1;-2.723999977E1;-3.768000031E1
3.037588358E0;-1.937999916E1;-2.603999901E1;-3.857999802E1
3.047588458E0;-1.871999931E1;-2.592000008E1;-3.852000046E1
3.057588458E0;-1.800000000E1;-2.634000015E1;-3.905999756E1
3.067588458E0;-1.734000015E1;-2.627999878E1;-3.959999847E1
3.077588458E0;-1.769999886E1;-2.705999947E1;-3.893999863E1
3.087588529E0;-1.692000008E1;-2.687999916E1;-3.918000031E1
3.097586995E0;-1.679999924E1;-2.700000000E1;-3.863999939E1
3.107586245E0;-1.613999939E1;-2.657999992E1;-3.857999802E1
3.117586245E0;-1.577999973E1;-2.645999908E1;-3.870000076E1
3.127586300E0;-1.535999966E1;-2.603999901E1;-3.923999786E1
3.137163931E0;-1.446000004E1;-2.513999939E1;-3.984000015E1
3.146362681E0;-1.446000004E1;-2.513999939E1;-3.984000015E1
3.162387681E0;-1.493999958E1;-2.526000023E1;-3.965999985E1
3.172387681E0;-1.451999950E1;-2.471999931E1;-4.013999939E1
3.182378181E0;-1.493999958E1;-2.495999908E1;-3.977999878E1
3.192375181E0;-1.565999985E1;-2.531999969E1;-3.941999817E1
3.202375181E0;-1.547999954E1;-2.507999992E1;-3.947999954E1
3.212375381E0;-1.602000046E1;-2.513999939E1;-3.887999725E1
3.222375547E0;-1.607999992E1;-2.495999908E1;-3.887999725E1
3.232375547E0;-1.613999939E1;-2.501999855E1;-3.852000046E1
3.242375547E0;-1.673999977E1;-2.579999924E1;-3.761999893E1
3.252375547E0;-1.637999916E1;-2.561999893E1;-3.797999954E1
3.262375647E0;-1.668000031E1;-2.573999977E1;-3.786000061E1
3.272376828E0;-1.631999969E1;-2.489999962E1;-3.845999908E1
3.282376828E0;-1.583999920E1;-2.411999893E1;-3.971999741E1
3.292376904E0;-1.602000046E1;-2.411999893E1;-3.965999985E1
3.302376975E0;-1.583999920E1;-2.381999969E1;-4.050000000E1
3.312375641E0;-1.644000053E1;-2.447999954E1;-4.086000061E1
3.322375578E0;-1.661999893E1;-2.442000008E1;-4.109999847E1
3.332375578E0;-1.692000008E1;-2.465999985E1;-4.104000092E1
3.342375633E0;-1.710000038E1;-2.471999931E1;-4.020000076E1
3.351953264E0;-1.727999878E1;-2.501999855E1;-3.989999771E1
3.361152014E0;-1.727999878E1;-2.501999855E1;-3.989999771E1
3.377177014E0;-1.829999924E1;-2.568000031E1;-3.911999893E1
3.387178014E0;-1.895999908E1;-2.627999878E1;-3.839999771E1
3.397178514E0;-1.907999992E1;-2.621999931E1;-3.845999908E1
3.407178514E0;-1.955999947E1;-2.639999962E1;-3.738000107E1
3.417178514E0;-1.943999863E1;-2.603999901E1;-3.720000076E1
3.427178514E0;-1.937999916E1;-2.543999863E1;-3.804000092E1
3.437178680E0;-2.010000038E1;-2.568000031E1;-3.821999741E1
3.447178680E0;-2.027999878E1;-2.465999985E1;-3.929999924E1
3.457178680E0;-2.118000031E1;-2.489999962E1;-3.977999878E1
3.467178791E0;-2.195999908E1;-2.495999908E1;-3.965999985E1
3.477178791E0;-2.268000031E1;-2.460000038E1;-3.977999878E1
3.487180063E0;-2.310000038E1;-2.526000023E1;-3.905999756E1
3.497180063E0;-2.297999954E1;-2.484000015E1;-3.881999969E1
3.507180063E0;-2.321999931E1;-2.429999924E1;-3.905999756E1
3.517180134E0;-2.357999992E1;-2.411999893E1;-3.923999786E1
3.527182534E0;-2.423999977E1;-2.351999855E1;-4.013999939E1
3.537182534E0;-2.526000023E1;-2.321999931E1;-3.977999878E1
3.547182534E0;-2.634000015E1;-2.310000038E1;-3.911999893E1
3.557182589E0;-2.723999977E1;-2.303999901E1;-3.786000061E1
3.566760220E0;-2.831999969E1;-2.334000015E1;-3.654000092E1
3.584785220E0;-2.939999962E1;-2.339999962E1;-3.545999908E1
3.594786220E0;-3.047999954E1;-2.369999886E1;-3.455999756E1
3.604786720E0;-3.150000000E1;-2.363999939E1;-3.389999771E1
3.614782720E0;-3.227999878E1;-2.357999992E1;-3.318000031E1
3.624782720E0;-3.281999969E1;-2.393999863E1;-3.245999908E1
3.634782720E0;-3.323999786E1;-2.418000031E1;-3.185999870E1
3.644782886E0;-3.318000031E1;-2.418000031E1;-3.161999893E1
3.654783028E0;-3.323999786E1;-2.376000023E1;-3.167999840E1
3.664783028E0;-3.354000092E1;-2.357999992E1;-3.179999924E1
3.674784694E0;-3.347999954E1;-2.315999985E1;-3.252000046E1
3.684784794E0;-3.407999802E1;-2.321999931E1;-3.263999939E1
3.694784794E0;-3.438000107E1;-2.393999863E1;-3.197999954E1
3.704784377E0;-3.431999969E1;-2.418000031E1;-3.197999954E1
3.714784377E0;-3.455999756E1;-2.465999985E1;-3.095999908E1
3.724784448E0;-3.461999893E1;-2.531999969E1;-3.077999878E1
3.734783381E0;-3.486000061E1;-2.585999870E1;-3.095999908E1
3.744783381E0;-3.455999756E1;-2.627999878E1;-3.011999893E1
3.754783439E0;-3.455999756E1;-2.651999855E1;-2.939999962E1
3.764783494E0;-3.443999863E1;-2.676000023E1;-2.837999916E1
3.774361072E0;-3.389999771E1;-2.645999908E1;-2.718000031E1
3.792387072E0;-3.359999847E1;-2.609999847E1;-2.723999977E1
3.802387072E0;-3.323999786E1;-2.645999908E1;-2.729999924E1
3.812374072E0;-3.270000076E1;-2.609999847E1;-2.711999893E1
3.822372738E0;-3.275999832E1;-2.645999908E1;-2.747999954E1
3.832372738E0;-3.305999756E1;-2.729999924E1;-2.700000000E1
3.842372938E0;-3.347999954E1;-2.771999931E1;-2.639999962E1
