,acc_phone_x,acc_phone_y,acc_phone_z,lin_acc_phone_x,lin_acc_phone_y,lin_acc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelCycling,labelStairs,labelWalking,labelSitting,labelOther
1970-01-01 00:00:01.011252605,-0.13407529332375,3.27526789145,9.503783702125002,0.15823749925124997,0.08496249464999997,0.34866249,-0.3203125,-21.1875,-29.9609375,1,0,0,0,0
1970-01-01 00:00:08.252252605,-1.1747549848016667,1.7749015293500001,9.385270595500002,-0.13621664493833333,-0.4927499840866667,0.9324166278333333,11.864583333333334,-15.40625,-38.75,1,0,0,0,0
1970-01-01 00:00:15.493252605,-3.1193027495714287,-0.8482314852571429,6.406883784000001,-0.018114277257142826,-0.11825714575571421,-0.39019998465714273,29.008928571428573,-26.901785714285715,-24.964285714285715,1,0,0,0,0
1970-01-01 00:00:22.734252605,-8.066407544285715,0.3338201334014287,-5.018246718714286,-0.3018428470428572,0.19059999065714295,-0.655342833342857,23.008928571428573,-13.919642857142858,43.830357142857146,1,0,0,0,0
1970-01-01 00:00:29.975252605,-4.542142501914285,1.3188630937999999,2.8634652745714284,0.5910856831285713,0.10837142915857147,0.2938856973142857,28.0625,-22.339285714285715,3.3482142857142856,1,0,0,0,0
1970-01-01 00:00:37.216252605,-0.9193734488762499,4.673481762375,6.797138631375001,0.2752625012,-0.11982498596375002,-1.2530124588625,20.7109375,-35.796875,-32.65625,1,0,0,0,0
1970-01-01 00:00:44.457252605,-0.7333097670257143,4.733678749857143,8.340030397428572,-0.09654285357285715,-0.13282856856285716,0.24697142837999997,-3.705357142857143,-34.92857142857143,-31.205357142857142,1,0,0,0,0
1970-01-01 00:00:51.698252605,-0.5144113386857142,4.558559996857143,9.519345963714285,-0.5295142765857143,-0.04145714668271429,1.2111571006285715,-4.348214285714286,-35.473214285714285,-31.75,1,0,0,0,0
1970-01-01 00:00:58.939252605,-2.287488750028571,2.2163467068571427,8.292146614428571,-0.03988571166514284,0.29264285735714285,-0.5167428350385713,11.875,-27.357142857142858,-35.13392857142857,1,0,0,0,0
1970-01-01 00:01:06.180252605,-0.07661445439624998,5.324704587499999,8.231265306375,-0.03673749965074999,0.06224999809875,0.17337499466375,-0.1953125,-39.2421875,-26.859375,1,0,0,0,0
1970-01-01 00:01:13.421252605,-0.47063166117,3.9018646990000003,8.520621844428572,0.024528565201428525,0.2749571418971429,-0.18418571676857146,0.5892857142857143,-34.410714285714285,-33.785714285714285,1,0,0,0,0
1970-01-01 00:01:20.662252605,-0.6895300851414286,4.339661598428571,9.225200994000001,-0.33495714303714286,0.03594285834000001,0.81464283442,-13.196428571428571,-31.714285714285715,-36.49107142857143,1,0,0,0,0
1970-01-01 00:01:27.903252605,-1.17110664697,4.208322525000001,8.200482912428571,-0.4201714205057144,0.16308570120285712,-0.2869714327571428,-7.767857142857143,-33.339285714285715,-32.901785714285715,1,0,0,0,0
1970-01-01 00:01:35.144252605,-1.01514151134875,3.256114289,9.004592538,-0.11117500072499999,-0.029400002255000002,0.14462499222499997,-6.015625,-29.6015625,-38.2421875,1,0,0,0,0
1970-01-01 00:01:42.385252605,-0.29551290397,4.164542777285715,8.747729028714286,-0.030814279589142877,0.08898571985714285,0.10739998874985715,-9.455357142857142,-32.285714285714285,-31.660714285714285,1,0,0,0,0
