,acc_phone_x,acc_phone_y,acc_phone_z,lin_acc_phone_x,lin_acc_phone_y,lin_acc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelCycling,labelStairs,labelWalking,labelSitting,labelOther
1970-01-01 00:00:42.261252605,-1.762132406,4.252102375,5.401319027,1.529500008,0.2926999927,-2.202199936,26.3125,-35.6875,-29.6875,0,0,0,0,0
1970-01-01 00:00:42.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:42.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:43.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:43.261252605,-1.915361404,3.639186621,8.42759037,0.7945999503,-0.3792999983,0.1612999886,21.6875,-26.3125,-32.9375,0,0,0,0,0
1970-01-01 00:00:43.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:43.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:44.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:44.261252605,0.8427590131999999,6.090848922999999,7.153874874,0.9502999783,0.91049999,-2.53579998,6.0625,-38.125,-33.9375,0,0,0,0,0
1970-01-01 00:00:44.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:44.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:45.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:45.261252605,-0.8427590131999999,5.018246651,7.795520782,-0.57099998,-0.3488999903,-0.13959999380000002,-6.25,-39.0625,-32.625,0,0,0,0,0
1970-01-01 00:00:45.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:45.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:46.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:46.261252605,-1.149216771,3.639186621,8.111555099,0.2040999979,0.07699999957999999,-0.2370999902,-0.8125,-32.625,-37.6875,0,0,0,0,0
1970-01-01 00:00:46.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:46.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:47.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:47.261252605,-0.6895300745999999,5.631162167,9.069235802,-0.02579999901,0.1856999993,1.251600027,-7.3125,-36.0625,-30.0625,0,0,0,0,0
1970-01-01 00:00:47.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:47.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:48.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:48.261252605,-0.07661445438999999,5.784391403,8.274360657,0.1171000004,-0.04360000044,0.5261999964999999,-4.9375,-38.0625,-26.75,0,0,0,0,0
1970-01-01 00:00:48.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:48.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:49.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:49.261252605,-0.07661445438999999,5.477933407,8.111555099,0.246299997,0.5447999835,-0.08509999514000001,-5.5625,-35.625,-25.5,0,0,0,0,0
1970-01-01 00:00:49.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:49.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:50.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:50.261252605,-0.5363011956,3.179499865,9.222464561,0.5558999777,-1.358299971,1.12379992,1.0,-29.8125,-32.9375,0,0,0,0,0
1970-01-01 00:00:50.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:50.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:51.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:51.261252605,-1.762132406,4.405331135,7.795520782,-1.202399969,0.01349999942,-0.7109999656999999,-2.0625,-33.25,-32.875,0,0,0,0,0
1970-01-01 00:00:51.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:51.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:52.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:52.261252605,0.383072257,5.324704647,8.274360657,-0.4671999812,-0.05700000003,0.3694999814,-8.375,-36.5625,-27.875,0,0,0,0,0
1970-01-01 00:00:52.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:52.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:53.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:53.261252605,-0.383072257,5.784391403,7.153874874,-0.4143999815,0.3204999864,-0.72299999,-2.9375,-34.375,-30.125,0,0,0,0,0
1970-01-01 00:00:53.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:53.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:54.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:54.261252605,-1.302445769,4.558559895,14.63336086,-1.4510999919999998,-0.7529999614,6.220999718,-4.375,-35.9375,-28.25,0,0,0,0,0
1970-01-01 00:00:54.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:54.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:55.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:55.261252605,-0.383072257,5.631162167,9.538499832000001,0.158799991,0.3457999825,1.613499999,0.0,-37.0,-32.1875,0,0,0,0,0
1970-01-01 00:00:55.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:55.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:56.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:56.261252605,-0.6895300745999999,3.945644379,9.701305389,-0.8544999956999999,-0.007999999449,1.4936000109999998,-2.625,-35.4375,-33.8125,0,0,0,0,0
1970-01-01 00:00:56.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:56.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:57.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:57.261252605,-0.8427590131999999,3.0262708660000004,10.18014526,-0.4095999897,-0.6924999951999999,1.39169991,-6.25,-34.5,-35.1875,0,0,0,0,0
1970-01-01 00:00:57.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:57.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:58.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:58.261252605,-0.383072257,3.639186621,7.153874874,-0.268599987,0.5539999604,-1.888199925,-5.875,-34.5,-34.8125,0,0,0,0,0
1970-01-01 00:00:58.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:58.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:59.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:59.261252605,-3.141192675,-2.030282974,9.701305389,0.9254999757,-1.879399896,1.047399998,21.25,-10.4375,-42.8125,0,0,0,0,0
1970-01-01 00:00:59.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:00:59.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:00.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:00.261252605,-4.213795185,-1.723825216,7.948749542000001,-1.076699972,0.510899961,-0.7520999908,22.0625,-8.375,-43.8125,0,0,0,0,0
1970-01-01 00:01:00.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:00.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:01.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:01.261252605,-1.302445769,3.79241538,7.153874874,1.054499984,1.478500009,-1.876699924,6.4375,-38.0625,-30.0,0,0,0,0,0
1970-01-01 00:01:01.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:01.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:02.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:02.261252605,-2.221819162,3.639186621,8.42759037,0.006699999793999999,0.4010999799,-0.5045999885,10.75,-32.5625,-33.625,0,0,0,0,0
1970-01-01 00:01:02.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:02.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:03.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:03.261252605,-2.681505919,3.945644379,8.743624687,-0.4904999733,0.5252999663,0.08049999923,12.6875,-32.625,-33.5625,0,0,0,0,0
1970-01-01 00:01:03.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:03.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:04.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:04.261252605,-1.6089035269999998,3.945644379,8.274360657,0.07140000165,0.467599988,-0.4323999882,9.75,-33.125,-32.375,0,0,0,0,0
1970-01-01 00:01:04.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:04.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:05.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:05.261252605,-0.8427590131999999,3.945644379,7.795520782,-0.7700999975,0.5444999933,-1.179299951,0.1875,-36.3125,-29.75,0,0,0,0,0
1970-01-01 00:01:05.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:05.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:06.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:06.261252605,-0.07661445438999999,5.631162167,8.274360657,0.3249000013,-0.1272999942,0.2454999983,2.0,-40.25,-25.6875,0,0,0,0,0
1970-01-01 00:01:06.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:06.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:07.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:07.261252605,-0.07661445438999999,5.477933407,7.948749542000001,-0.007299999706,0.07099999487000001,0.046799998729999986,1.3125,-39.4375,-25.9375,0,0,0,0,0
1970-01-01 00:01:07.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:07.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:08.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:08.261252605,-0.6895300745999999,5.018246651,8.274360657,-0.3273999989,0.2949000001,0.1112999991,2.375,-37.5625,-29.125,0,0,0,0,0
1970-01-01 00:01:08.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:08.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:09.011252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:09.261252605,0.383072257,5.171475887,8.906430244,-0.1180000007,-0.1252000034,0.9638999701,-1.875,-38.75,-26.9375,0,0,0,0,0
1970-01-01 00:01:09.511252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:09.761252605,,,,,,,,,,0,0,0,0,0
1970-01-01 00:01:10.011252605,,,,,,,,,,0,0,0,0,0
