,acc_phone_x,acc_phone_y,acc_phone_z,lin_acc_phone_x,lin_acc_phone_y,lin_acc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,labelCycling,labelStairs,labelWalking,labelSitting,labelOther
1970-01-01 00:00:01.011252605,-2.401019068081187,2.3925785023272885,6.087278103033898,0.0002542396333898385,-0.07726948912422034,0.061022031890847525,13.251059322033898,-25.458686440677965,-18.733050847457626,1,0,0,0,0
1970-01-01 00:01:01.011252605,-0.7150682376918334,4.1090885461,8.633331711816668,-0.16820999642673334,0.16220999709549996,0.04255499657965,-5.120833333333334,-33.02916666666667,-33.204166666666666,1,0,0,0,0
1970-01-01 00:02:01.011252605,-0.5337473585531668,2.5410460729350004,9.383036064883335,-0.021591667417300005,-0.0037099995144999937,0.2310616577568166,-3.325,-29.1,-37.609375,1,0,0,0,0
1970-01-01 00:03:01.011252605,-0.18898232205533333,3.1514078889000006,9.052636233649999,0.009261663641166696,-0.012608335532000022,0.14755666219046665,-3.0458333333333334,-32.47708333333333,-37.311458333333334,1,0,0,0,0
1970-01-01 00:04:01.011252605,0.16089034998033333,3.10543918995,9.139785202283333,-0.035666665599933346,0.0277533331525,0.12365500426016665,0.6604166666666667,-29.908333333333335,-40.171875,1,0,0,0,0
1970-01-01 00:05:01.011252605,0.15067509284966668,3.8945680876499997,8.736920841249999,0.026663332480833333,0.12059166411999998,0.16124832907253334,15.46875,-29.922916666666666,-38.307291666666664,1,0,0,0,0
1970-01-01 00:06:01.011252605,0.92958870949,4.962062803966668,8.119057233833333,0.04082666363536666,0.04077500105233333,0.08615999865833333,11.009375,-36.135416666666664,-33.596875,1,0,0,0,0
1970-01-01 00:07:01.011252605,1.0853714393301668,4.607082529850001,8.409872928933334,-0.08012166753902501,0.20098166057373337,0.09884333523467002,11.672916666666667,-30.686458333333334,-38.177083333333336,1,0,0,0,0
1970-01-01 00:08:01.011252605,0.11236786393716668,4.985047177483333,8.152895243816667,0.0447099964229,0.0390516666595,0.0527733298965333,10.726041666666667,-32.371875,-36.265625,1,0,0,0,0
1970-01-01 00:09:01.011252605,0.1506750874205,4.254656044683333,8.906430339583334,0.053633331816316625,-0.0035299944038333086,0.3670866539911667,17.175,-27.003125,-39.32083333333333,1,0,0,0,0
1970-01-01 00:10:01.011252605,0.08682971994016667,4.170380151383333,8.691271384,-0.12936499180976666,0.15155666389450004,0.13654666813400007,21.5875,-21.735416666666666,-43.09166666666667,1,1,0,0,0
1970-01-01 00:11:01.011252605,-0.19153613819983337,4.029920268100001,8.739474645850002,-0.01475332855018331,0.056099998092718324,0.07347166688116666,20.258333333333333,-21.051041666666666,-44.280208333333334,0,1,1,0,0
1970-01-01 00:12:01.011252605,-0.0919373527505,4.484499407821667,8.267816900933333,0.09319332975925,-0.023578335006028336,0.08905333931033334,13.965625,-30.48125,-36.81041666666667,0,1,1,0,0
1970-01-01 00:13:01.011252605,-0.26304296355350004,3.4042355839535,8.985119747749998,-0.059371668489999994,-0.07442999640823333,0.3158583248443333,-1.71875,-32.565625,-35.18333333333333,0,1,1,1,0
1970-01-01 00:14:01.011252605,-0.005107629021833304,2.6610753638766673,8.964529685283335,0.17238166013433334,0.006278337278499999,-0.12713500214900003,-6.75625,-28.951041666666665,-39.12291666666667,0,0,0,1,0
1970-01-01 00:15:01.011252605,-0.015322887412833356,2.339294670883333,9.481996456166666,-0.09446499791416665,-0.015834997719166667,0.33982499492999996,5.90625,-21.4625,-43.42604166666667,0,0,0,1,0
1970-01-01 00:16:01.011252605,0.043414856239833294,2.4465549011050003,9.420864494533333,-0.024741663552666663,-0.1290066615936333,0.23993665584866672,21.016666666666666,-16.310416666666665,-45.532291666666666,0,0,0,1,0
1970-01-01 00:17:01.011252605,0.6231308981405,4.435976914616668,8.532615605833332,-0.2007966605806667,0.14952499516603332,0.12839499836033336,16.680208333333333,-24.315625,-42.246875,0,0,0,1,0
1970-01-01 00:18:01.011252605,-0.5848236687208334,3.161623142116667,9.198363264450002,-0.13107833191783336,0.052591666140699996,0.2984533294235,19.910416666666666,-20.595833333333335,-42.096875,0,0,0,1,0
1970-01-01 00:19:01.011252605,-0.9321425326166668,0.8044517494616666,9.168834852566668,-0.0014083346799999821,-0.09459999859433334,0.09177332901749999,6.522916666666666,-18.278125,-41.682291666666664,0,0,0,1,0
1970-01-01 00:20:01.011252605,-0.41371806481366674,2.0685902639933333,8.489360352366665,0.033629998176166666,0.03378999501361668,-0.1766033209898333,1.6864583333333334,-6.6125,-46.59791666666667,0,0,0,1,0
1970-01-01 00:21:01.011252605,1.38416780448,3.72857011512,8.649612267466667,0.18112499400466667,0.012773333107666656,0.13613666285950007,-17.819791666666667,-19.104166666666668,-40.02395833333333,0,0,0,1,0
1970-01-01 00:22:01.011252605,1.9230228021228335,2.6483062962050004,8.128953182733333,-0.05823998674716667,-0.10286999553716666,-0.24533667190016656,-19.511458333333334,-19.826041666666665,-32.521875,0,0,0,1,0
1970-01-01 00:23:01.011252605,1.7544710187168335,1.5603810542468333,8.845298405183334,0.15592665896517496,-0.06745499709433332,0.4036199860105666,-2.8666666666666667,-10.247916666666667,-27.384375,0,0,0,1,0
1970-01-01 00:24:01.011252605,0.7712521734124997,1.1109095875236668,9.596918105916668,-0.15485833177276664,-0.03466833237351667,0.22734499556910004,5.675,-6.142708333333333,-34.328125,0,0,0,1,0
1970-01-01 00:25:01.011252605,0.20941284102400004,0.32433453040499993,9.582553100333334,0.01233833320694901,0.02351333360497333,0.02083833376266666,24.346875,11.951041666666667,-37.92916666666667,0,0,0,1,0
