"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Velocity (m/s)"	"Direction (°)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"
2.285176724E2	5.234863620E1	4.904193143E0	1.275799134E1	5.318711281E0	1.679850464E2	1.148701572E1	0.000000000E0
2.295131770E2	5.234858486E1	4.904208893E0	1.299956695E1	5.465017796E0	1.705088959E2	1.101278400E1	0.000000000E0
2.305175406E2	5.234853094E1	4.904225899E0	1.317565768E1	5.569773674E0	1.701546173E2	1.450584888E1	0.000000000E0
2.315504869E2	5.234847568E1	4.904246538E0	1.340908961E1	5.754174232E0	1.683550110E2	1.443585205E1	0.000000000E0
2.325459432E2	5.234841445E1	4.904267460E0	1.359810439E1	6.124239445E0	1.689029388E2	1.351153469E1	0.000000000E0
2.335099073E2	5.234835878E1	4.904289155E0	1.379834474E1	5.914584160E0	1.670342102E2	1.328394604E1	0.000000000E0
2.345503401E2	5.234830602E1	4.904309327E0	1.398642815E1	5.819031239E0	1.676588745E2	1.612091255E1	0.000000000E0
2.355130729E2	5.234825869E1	4.904328013E0	1.423375792E1	5.670436382E0	1.665504608E2	1.573069763E1	0.000000000E0
2.365488390E2	5.234820827E1	4.904344079E0	1.444050502E1	5.866396427E0	1.685009460E2	1.405856514E1	0.000000000E0
2.375116515E2	5.234815520E1	4.904365146E0	1.465472792E1	6.039882660E0	1.674391937E2	1.559385300E1	0.000000000E0
2.385501000E2	5.234810052E1	4.904383592E0	1.486405312E1	6.058196068E0	1.673427429E2	1.457127762E1	0.000000000E0
2.395138599E2	5.234804711E1	4.904402320E0	1.515842942E1	6.029940128E0	1.661342468E2	1.486686993E1	0.000000000E0
2.405193161E2	5.234799272E1	4.904422475E0	1.520480764E1	5.957338810E0	1.658760071E2	1.764309502E1	0.000000000E0
2.415189140E2	5.234793885E1	4.904441889E0	1.514460471E1	5.812794209E0	1.657468872E2	1.756534958E1	0.000000000E0
2.425189427E2	5.234788930E1	4.904461747E0	1.501986344E1	5.128802776E0	1.643607025E2	1.746591759E1	0.000000000E0
2.435169187E2	5.234784533E1	4.904480966E0	1.511266013E1	4.634262562E0	1.669292450E2	1.771579361E1	0.000000000E0
2.445160203E2	5.234779898E1	4.904499464E0	1.497369720E1	4.831080437E0	1.674719391E2	1.811363029E1	0.000000000E0
2.455146010E2	5.234775115E1	4.904515727E0	1.514202323E1	4.965499878E0	1.730948486E2	1.706747627E1	0.000000000E0
2.465258390E2	5.234770388E1	4.904543557E0	1.564255991E1	5.054031372E0	1.741632996E2	1.718357849E1	0.000000000E0
2.475545250E2	5.234765694E1	4.904570832E0	1.597520727E1	4.903461456E0	1.727469788E2	1.676176071E1	0.000000000E0
2.485175989E2	5.234761010E1	4.904599106E0	1.628297765E1	4.683209896E0	1.706578674E2	1.613451385E1	0.000000000E0
2.495289625E2	5.234756606E1	4.904628065E0	1.658184554E1	4.362998486E0	1.633029022E2	1.530880547E1	0.000000000E0
2.505486000E2	5.234752728E1	4.904660763E0	1.704483935E1	4.185104847E0	1.584030304E2	1.595849800E1	0.000000000E0
2.515475614E2	5.234748614E1	4.904691130E0	1.749421170E1	4.527864456E0	1.592939606E2	1.638168526E1	0.000000000E0
2.525478520E2	5.234744073E1	4.904716094E0	1.779048536E1	4.590682983E0	1.611591949E2	1.539802837E1	0.000000000E0
2.535186583E2	5.234739864E1	4.904737379E0	1.789010401E1	4.669344425E0	1.635334473E2	1.619961929E1	0.000000000E0
2.545187010E2	5.234735028E1	4.904751372E0	1.775166350E1	4.875502110E0	1.674004669E2	1.667204094E1	0.000000000E0
2.555131713E2	5.234730094E1	4.904767921E0	1.765153573E1	4.812776566E0	1.640925140E2	1.630348778E1	0.000000000E0
2.565098765E2	5.234725436E1	4.904784693E0	1.771600098E1	4.840052128E0	1.668541412E2	1.682347107E1	0.000000000E0
2.575133296E2	5.234720757E1	4.904799655E0	1.795993388E1	4.843152523E0	1.671058044E2	1.699545670E1	0.000000000E0
2.585174255E2	5.234716092E1	4.904814279E0	1.803323805E1	4.876987934E0	1.669759979E2	1.757880211E1	0.000000000E0
2.595130307E2	5.234711577E1	4.904826863E0	1.820920432E1	4.654999256E0	1.675674286E2	1.830551910E1	0.000000000E0
2.605462953E2	5.234707248E1	4.904841740E0	1.844562239E1	4.452197552E0	1.675280151E2	1.717333603E1	0.000000000E0
2.615465302E2	5.234702907E1	4.904861679E0	1.867193327E1	4.368894100E0	1.655996399E2	1.706455994E1	0.000000000E0
2.625211151E2	5.234698733E1	4.904879566E0	1.890147288E1	4.332488060E0	1.635575562E2	1.725302887E1	0.000000000E0
2.635508031E2	5.234695048E1	4.904901754E0	1.926498334E1	4.268177986E0	1.624474030E2	1.802788925E1	0.000000000E0
2.645121604E2	5.234690841E1	4.904925512E0	1.952778733E1	4.624631405E0	1.661122589E2	1.777199554E1	0.000000000E0
2.655169609E2	5.234686678E1	4.904948861E0	1.980248028E1	4.432861805E0	1.635746918E2	1.702782249E1	0.000000000E0
2.665420916E2	5.234682953E1	4.904969977E0	2.005340965E1	4.317576885E0	1.640947571E2	1.706375885E1	0.000000000E0
2.675208901E2	5.234678713E1	4.904985440E0	2.033213353E1	4.642797947E0	1.683790894E2	1.703733063E1	0.000000000E0
2.685106765E2	5.234675685E1	4.904989296E0	2.042121319E1	3.557175875E0	1.730734100E2	2.008959007E1	0.000000000E0
2.695130078E2	5.234672352E1	4.904990849E0	2.067065259E1	4.103989124E0	1.729372101E2	1.740480423E1	0.000000000E0
2.705186619E2	5.234668675E1	4.905006496E0	2.086741812E1	3.746956110E0	1.656976318E2	1.748217773E1	0.000000000E0
2.715089666E2	5.234665293E1	4.905023941E0	2.097926950E1	3.926321983E0	1.624768219E2	1.740868187E1	0.000000000E0
2.725434302E2	5.234662302E1	4.905051897E0	2.117891057E1	3.522231340E0	1.485073853E2	1.714174843E1	0.000000000E0
2.735401416E2	5.234659295E1	4.905078549E0	2.154762188E1	3.425775528E0	1.552850952E2	1.737490654E1	0.000000000E0
2.745104046E2	5.234656570E1	4.905070767E0	2.112837294E1	2.253759384E0	1.912160339E2	1.797395134E1	0.000000000E0
2.755113833E2	5.234653480E1	4.905051184E0	2.093391198E1	2.708348274E0	2.101720734E2	1.763652420E1	0.000000000E0
2.765408916E2	5.234650859E1	4.905009968E0	2.063871722E1	3.385470152E0	2.402132874E2	1.734886360E1	0.000000000E0
2.775137843E2	5.234649129E1	4.904958435E0	2.069265039E1	4.160141468E0	2.544217377E2	1.783196640E1	0.000000000E0
2.785457890E2	5.234647761E1	4.904899098E0	2.069565677E1	4.341755867E0	2.579517212E2	1.832880783E1	0.000000000E0
2.795145281E2	5.234645944E1	4.904834991E0	2.076408146E1	4.461384296E0	2.555915375E2	1.724461937E1	0.000000000E0
2.805408880E2	5.234643932E1	4.904771587E0	2.057544803E1	4.423542976E0	2.539991913E2	1.766616821E1	0.000000000E0
2.815131447E2	5.234641330E1	4.904708477E0	2.045840091E1	4.564671516E0	2.500576782E2	1.839211082E1	0.000000000E0
2.825126041E2	5.234637915E1	4.904644303E0	2.001469967E1	4.252662182E0	2.413705902E2	1.853177834E1	0.000000000E0
2.835462151E2	5.234636331E1	4.904569320E0	1.955056435E1	4.624412537E0	2.553963928E2	1.797428513E1	0.000000000E0
2.845123619E2	5.234634672E1	4.904487642E0	1.896011817E1	4.623716354E0	2.597000427E2	1.448309326E1	0.000000000E0
2.855181661E2	5.234633941E1	4.904405250E0	1.846348132E1	4.833331108E0	2.598932495E2	1.523460007E1	0.000000000E0
2.865163583E2	5.234632766E1	4.904328784E0	1.854303896E1	5.179717064E0	2.520438690E2	1.362234974E1	0.000000000E0
2.875257562E2	5.234632458E1	4.904254772E0	1.858102468E1	4.904258728E0	2.521670990E2	1.511986256E1	0.000000000E0
2.885169786E2	5.234632470E1	4.904186172E0	1.878948469E1	4.692081928E0	2.530874329E2	1.445884991E1	0.000000000E0
2.895172739E2	5.234631519E1	4.904117130E0	1.901779971E1	4.803316116E0	2.478702087E2	1.430387688E1	0.000000000E0
2.905161692E2	5.234629484E1	4.904052374E0	1.899974710E1	4.836183548E0	2.343144684E2	1.456345367E1	0.000000000E0
2.915187218E2	5.234627407E1	4.903992458E0	1.879973612E1	4.231798172E0	2.275038757E2	1.318904686E1	0.000000000E0
2.925248921E2	5.234624799E1	4.903926484E0	1.779423138E1	4.735960484E0	2.159762268E2	1.160812664E1	0.000000000E0
2.935400239E2	5.234621127E1	4.903864824E0	1.670791810E1	4.838969231E0	2.168177948E2	1.138237381E1	0.000000000E0
2.945470625E2	5.234617480E1	4.903812226E0	1.619235898E1	5.052084923E0	2.187375793E2	1.038486481E1	0.000000000E0
2.955485322E2	5.234613183E1	4.903754500E0	1.556670663E1	5.057769775E0	2.171730804E2	1.118753815E1	0.000000000E0
2.965114088E2	5.234608802E1	4.903708179E0	1.520182620E1	5.108404160E0	2.105545197E2	1.098842716E1	0.000000000E0
2.975115895E2	5.234604734E1	4.903666951E0	1.474175046E1	5.031444073E0	2.068820953E2	1.105173969E1	0.000000000E0
2.985161130E2	5.234600432E1	4.903629914E0	1.385394900E1	4.853953838E0	2.054938354E2	1.018367386E1	0.000000000E0
2.995158395E2	5.234596035E1	4.903591676E0	1.354477285E1	4.740868092E0	2.044292297E2	1.030263901E1	0.000000000E0
3.005154625E2	5.234591420E1	4.903547903E0	1.266200526E1	4.776444435E0	2.061768646E2	1.044417858E1	0.000000000E0
3.015167401E2	5.234586858E1	4.903506760E0	1.204478148E1	5.029217720E0	2.019010468E2	9.460168839E0	0.000000000E0
3.025165364E2	5.234582351E1	4.903470970E0	1.204814856E1	5.466587543E0	2.033501434E2	1.027817917E1	0.000000000E0
3.035272088E2	5.234577769E1	4.903435796E0	1.190761808E1	5.342984200E0	2.049212341E2	9.953523636E0	0.000000000E0
3.045107593E2	5.234573704E1	4.903404386E0	1.168009029E1	4.962979794E0	2.057906952E2	1.135223198E1	0.000000000E0
3.055406166E2	5.234570576E1	4.903363540E0	1.180234950E1	4.554245472E0	2.211603699E2	1.128516865E1	0.000000000E0
3.065147609E2	5.234567578E1	4.903320248E0	1.185268678E1	3.720733881E0	2.134277954E2	1.110372925E1	0.000000000E0
3.075085416E2	5.234564969E1	4.903288438E0	1.193025002E1	3.283305883E0	2.182021790E2	1.216287613E1	0.000000000E0
3.085213484E2	5.234562528E1	4.903256081E0	1.212326669E1	3.377192974E0	2.156464691E2	1.234727192E1	0.000000000E0
3.095249416E2	5.234560021E1	4.903225241E0	1.206206760E1	3.377904415E0	2.186872864E2	1.272283745E1	0.000000000E0
3.105265854E2	5.234557752E1	4.903195673E0	1.205812894E1	3.295723438E0	2.184860687E2	1.137096024E1	0.000000000E0
3.115230567E2	5.234555662E1	4.903160301E0	1.196378696E1	3.309067488E0	2.242221222E2	1.221381474E1	0.000000000E0
3.125213989E2	5.234553721E1	4.903113189E0	1.193643653E1	4.256641865E0	2.313623199E2	1.236226749E1	0.000000000E0
3.135117437E2	5.234551067E1	4.903055523E0	1.191897106E1	4.977796555E0	2.301888580E2	1.196236801E1	0.000000000E0
3.145122776E2	5.234548388E1	4.902994358E0	1.182118264E1	4.853686810E0	2.359556274E2	1.189268780E1	0.000000000E0
3.155147598E2	5.234545489E1	4.902933411E0	1.182872044E1	4.616794586E0	2.335962677E2	1.160309792E1	0.000000000E0
3.165133302E2	5.234543614E1	4.902876219E0	1.173422169E1	3.976430893E0	2.428756104E2	1.206043053E1	0.000000000E0
3.175112994E2	5.234541877E1	4.902827904E0	1.185335866E1	3.096882582E0	2.356788483E2	1.224258900E1	0.000000000E0
3.185487921E2	5.234539908E1	4.902786338E0	1.191090965E1	3.147691488E0	2.332854462E2	1.335122013E1	0.000000000E0
3.195441744E2	5.234537686E1	4.902730091E0	1.207636752E1	3.599341393E0	2.370268707E2	1.299894905E1	0.000000000E0
3.205090119E2	5.234535215E1	4.902660848E0	1.241096363E1	4.454150200E0	2.400774994E2	1.471676254E1	0.000000000E0
3.215148239E2	5.234532739E1	4.902600205E0	1.255056919E1	4.170275211E0	2.339821625E2	1.372459316E1	0.000000000E0
3.225150213E2	5.234530400E1	4.902538159E0	1.262588391E1	4.327132225E0	2.364409180E2	1.446772003E1	0.000000000E0
3.235165723E2	5.234528082E1	4.902472995E0	1.285810738E1	4.472527027E0	2.362954712E2	1.518089294E1	0.000000000E0
3.245137374E2	5.234525549E1	4.902422574E0	1.291050096E1	3.848558187E0	2.327988281E2	1.506007195E1	0.000000000E0
3.255155848E2	5.234523437E1	4.902363280E0	1.286459367E1	3.753975630E0	2.425104675E2	1.511448956E1	0.000000000E0
3.265192369E2	5.234521749E1	4.902304408E0	1.288489602E1	3.606607437E0	2.460532379E2	1.377723885E1	0.000000000E0
3.275434302E2	5.234519342E1	4.902243912E0	1.296027692E1	4.022290230E0	2.384751282E2	1.397983551E1	0.000000000E0
3.285465458E2	5.234516505E1	4.902173505E0	1.300298741E1	4.725573540E0	2.362769165E2	1.351107502E1	0.000000000E0
3.295483937E2	5.234513953E1	4.902102399E0	1.339205785E1	5.116444588E0	2.362453461E2	1.371570206E1	0.000000000E0
3.305106239E2	5.234511908E1	4.902036142E0	1.372161273E1	4.475127697E0	2.392442017E2	1.396411991E1	0.000000000E0
3.315379645E2	5.234510436E1	4.901969348E0	1.414641064E1	4.591320992E0	2.456989136E2	1.418049049E1	0.000000000E0
3.325120927E2	5.234509251E1	4.901897342E0	1.479936609E1	4.709894657E0	2.464975281E2	1.440745163E1	0.000000000E0
3.335085968E2	5.234507871E1	4.901831476E0	1.520994135E1	4.736027718E0	2.471354675E2	1.537757778E1	0.000000000E0
3.345185328E2	5.234506229E1	4.901757941E0	1.532704700E1	4.819540501E0	2.456669159E2	1.543388844E1	0.000000000E0
3.355099927E2	5.234504086E1	4.901682974E0	1.554488469E1	4.936297417E0	2.442289429E2	1.382530403E1	0.000000000E0
3.365470760E2	5.234501640E1	4.901615794E0	1.546969483E1	4.837061405E0	2.407111359E2	1.417704296E1	0.000000000E0
3.375124156E2	5.234498701E1	4.901539134E0	1.542199042E1	6.077946663E0	2.376562195E2	1.582232571E1	0.000000000E0
3.385464666E2	5.234495776E1	4.901457802E0	1.557908612E1	5.751912117E0	2.358868561E2	1.517976379E1	0.000000000E0
3.395106562E2	5.234493114E1	4.901387434E0	1.579141147E1	5.369776726E0	2.360332947E2	1.535696602E1	0.000000000E0
3.405155588E2	5.234491159E1	4.901312777E0	1.578300019E1	5.407240391E0	2.402981415E2	1.550475025E1	0.000000000E0
3.415193671E2	5.234488830E1	4.901243065E0	1.578900637E1	5.177399158E0	2.390974121E2	1.548465729E1	0.000000000E0
3.425411713E2	5.234486325E1	4.901176366E0	1.584444396E1	5.181703091E0	2.397399292E2	1.578780556E1	0.000000000E0
3.435421812E2	5.234483808E1	4.901112869E0	1.557338880E1	5.088675022E0	2.419356842E2	1.610387039E1	0.000000000E0
3.445405130E2	5.234481550E1	4.901048666E0	1.515589649E1	5.454321384E0	2.407640839E2	1.591747379E1	0.000000000E0
3.455471401E2	5.234478329E1	4.900979617E0	1.483995717E1	6.237754345E0	2.364732056E2	1.542438126E1	0.000000000E0
3.465484135E2	5.234475701E1	4.900912550E0	1.451056299E1	4.800381660E0	2.435418701E2	1.616545486E1	0.000000000E0
3.475103213E2	5.234473175E1	4.900852494E0	1.411195676E1	5.065402031E0	2.390449982E2	1.348953056E1	0.000000000E0
3.485167713E2	5.234469903E1	4.900788401E0	1.373617084E1	5.503391266E0	2.367546234E2	1.565108490E1	0.000000000E0
3.495200307E2	5.234466805E1	4.900718969E0	1.360777183E1	5.743250847E0	2.373888245E2	1.148471355E1	0.000000000E0
3.505164140E2	5.234464266E1	4.900652386E0	1.342512639E1	5.408317566E0	2.411156769E2	1.089686108E1	0.000000000E0
3.515162885E2	5.234462095E1	4.900584255E0	1.321446441E1	5.339132786E0	2.405741119E2	9.701158524E0	0.000000000E0
3.525116286E2	5.234459665E1	4.900513720E0	1.292064214E1	5.445034027E0	2.384497986E2	1.023960209E1	0.000000000E0
3.535108713E2	5.234457045E1	4.900445314E0	1.293411928E1	5.409770489E0	2.372345886E2	1.029553986E1	0.000000000E0
3.545193489E2	5.234454301E1	4.900378031E0	1.290920524E1	5.383560658E0	2.370360718E2	1.036985207E1	0.000000000E0
3.555160624E2	5.234451642E1	4.900309317E0	1.291487309E1	5.514208794E0	2.365953217E2	1.165202332E1	0.000000000E0
3.565502296E2	5.234449295E1	4.900240758E0	1.298402132E1	5.310333252E0	2.397662964E2	1.136387157E1	0.000000000E0
3.575213838E2	5.234447222E1	4.900170380E0	1.299564761E1	5.302528381E0	2.436608429E2	1.246156693E1	0.000000000E0
3.585168005E2	5.234444979E1	4.900101050E0	1.303454917E1	5.240842819E0	2.392476807E2	1.252047539E1	0.000000000E0
3.595158036E2	5.234442036E1	4.900033410E0	1.296503814E1	5.525046825E0	2.331571808E2	1.233946609E1	0.000000000E0
3.605195552E2	5.234439145E1	4.899971083E0	1.295493562E1	5.237617493E0	2.304139557E2	1.332526588E1	0.000000000E0
3.615165843E2	5.234435931E1	4.899911244E0	1.280870822E1	5.322360516E0	2.307250214E2	1.354626656E1	0.000000000E0
3.625194229E2	5.234433431E1	4.899850353E0	1.275688847E1	5.266966343E0	2.352128601E2	1.358798695E1	0.000000000E0
3.635204812E2	5.234431166E1	4.899785840E0	1.257293030E1	5.279396534E0	2.393466797E2	1.315149307E1	0.000000000E0
3.645134848E2	5.234428886E1	4.899716670E0	1.224168669E1	5.329145432E0	2.398233490E2	1.324198627E1	0.000000000E0
3.655165156E2	5.234426085E1	4.899646473E0	1.177555617E1	5.490607738E0	2.411741180E2	1.319829273E1	0.000000000E0
3.665155442E2	5.234424184E1	4.899578361E0	1.173393106E1	5.003613472E0	2.419509888E2	1.260889149E1	0.000000000E0
3.675152015E2	5.234421980E1	4.899511576E0	1.152683764E1	4.933793068E0	2.398078766E2	1.404173660E1	0.000000000E0
3.685154150E2	5.234419947E1	4.899445016E0	1.107156598E1	4.781152725E0	2.397839203E2	1.331023598E1	0.000000000E0
3.695216067E2	5.234417445E1	4.899379710E0	1.081613319E1	4.985670567E0	2.405928955E2	1.521412563E1	0.000000000E0
3.705139229E2	5.234415051E1	4.899312478E0	1.061935148E1	5.090592861E0	2.412637482E2	1.593447781E1	0.000000000E0
3.715186812E2	5.234412596E1	4.899243200E0	1.045903419E1	5.111975670E0	2.402312469E2	1.521272087E1	0.000000000E0
3.725161828E2	5.234409924E1	4.899173707E0	1.040779596E1	5.198332310E0	2.404982758E2	1.487961578E1	0.000000000E0
3.735134104E2	5.234407265E1	4.899104300E0	1.038960455E1	5.228550434E0	2.392135620E2	1.687174416E1	0.000000000E0
3.745109031E2	5.234404652E1	4.899035064E0	1.041801067E1	5.350113869E0	2.383942871E2	1.692727089E1	0.000000000E0
3.755189609E2	5.234402060E1	4.898965928E0	1.054895666E1	5.416253090E0	2.343451538E2	1.502964401E1	0.000000000E0
3.765162703E2	5.234399071E1	4.898896049E0	1.070113412E1	5.667101383E0	2.345006256E2	1.323104572E1	0.000000000E0
3.775180307E2	5.234396513E1	4.898826354E0	1.098331140E1	5.359369278E0	2.378034058E2	1.313768291E1	0.000000000E0
3.785305499E2	5.234394417E1	4.898757446E0	1.144067945E1	5.117700577E0	2.404278259E2	1.474092960E1	0.000000000E0
3.795169770E2	5.234391938E1	4.898693841E0	1.159490981E1	5.167292118E0	2.362698364E2	1.493399620E1	0.000000000E0
3.805105583E2	5.234389799E1	4.898630174E0	1.167875932E1	4.874656200E0	2.410881500E2	1.516335678E1	0.000000000E0
3.815183692E2	5.234387642E1	4.898563852E0	1.175752260E1	5.121310711E0	2.402933044E2	1.502434063E1	0.000000000E0
3.825219854E2	5.234385037E1	4.898494842E0	1.191008819E1	5.371123791E0	2.403030701E2	1.384265995E1	0.000000000E0
3.835193442E2	5.234382851E1	4.898425234E0	1.195921823E1	5.072242260E0	2.414689331E2	1.464133167E1	0.000000000E0
3.845154124E2	5.234380625E1	4.898355994E0	1.236017481E1	5.356726646E0	2.382786560E2	1.689596558E1	0.000000000E0
3.855165744E2	5.234378268E1	4.898289461E0	1.254672065E1	5.214755535E0	2.362442780E2	1.446298790E1	0.000000000E0
3.865228239E2	5.234376251E1	4.898219251E0	1.231705064E1	5.117896080E0	2.400474854E2	1.699195099E1	0.000000000E0
3.875069005E2	5.234374327E1	4.898148983E0	1.225022508E1	5.000861645E0	2.432988892E2	1.496784210E1	0.000000000E0
3.885102140E2	5.234371978E1	4.898077973E0	1.225556666E1	5.431554794E0	2.381251831E2	1.494647789E1	0.000000000E0
3.895114015E2	5.234369305E1	4.898007129E0	1.239565303E1	5.550850868E0	2.364865112E2	1.731330299E1	0.000000000E0
3.905139249E2	5.234367027E1	4.897937115E0	1.235899408E1	5.326934338E0	2.423713074E2	1.756065559E1	0.000000000E0
3.915100234E2	5.234364583E1	4.897868056E0	1.260960032E1	5.343412876E0	2.374266052E2	1.552285385E1	0.000000000E0
3.925149020E2	5.234362090E1	4.897800362E0	1.278344619E1	5.221814156E0	2.389522247E2	1.565361404E1	0.000000000E0
3.935102531E2	5.234359562E1	4.897731955E0	1.297952953E1	5.325086594E0	2.374156494E2	1.561663437E1	0.000000000E0
3.945145968E2	5.234356876E1	4.897663455E0	1.317597205E1	5.314457417E0	2.380942535E2	1.564493275E1	0.000000000E0
3.955103140E2	5.234354424E1	4.897593691E0	1.362132144E1	5.445288658E0	2.403597565E2	1.531985760E1	0.000000000E0
3.965171791E2	5.234352076E1	4.897519404E0	1.433362771E1	5.487050056E0	2.397063446E2	1.504480839E1	0.000000000E0
3.975501536E2	5.234349576E1	4.897445883E0	1.456400079E1	5.372948170E0	2.406502075E2	1.552424717E1	0.000000000E0
3.985409760E2	5.234347659E1	4.897379317E0	1.506293449E1	5.214130878E0	2.402288818E2	1.454756260E1	0.000000000E0
3.995184119E2	5.234345528E1	4.897315731E0	1.529586559E1	4.877979279E0	2.416995087E2	1.434782696E1	0.000000000E0
4.005180374E2	5.234343243E1	4.897252743E0	1.547122811E1	4.739049911E0	2.422193146E2	1.438836575E1	0.000000000E0
4.015137301E2	5.234341068E1	4.897192387E0	1.572501181E1	4.568937302E0	2.395365295E2	1.451555157E1	0.000000000E0
4.025404010E2	5.234338605E1	4.897133548E0	1.564574908E1	4.431665421E0	2.381072083E2	1.421510601E1	0.000000000E0
4.035482031E2	5.234336229E1	4.897078137E0	1.573555428E1	4.290528774E0	2.369595947E2	1.392255688E1	0.000000000E0
4.045133223E2	5.234334035E1	4.897022369E0	1.571123981E1	4.517565727E0	2.381209564E2	1.412488747E1	0.000000000E0
4.055094416E2	5.234332060E1	4.896959046E0	1.542030961E1	4.580004215E0	2.397571259E2	1.590766525E1	0.000000000E0
4.065206400E2	5.234330614E1	4.896894719E0	1.515961630E1	4.674540043E0	2.436642761E2	1.418871212E1	0.000000000E0
4.075489203E2	5.234329268E1	4.896833454E0	1.521223375E1	4.359344482E0	2.433793488E2	1.432366943E1	0.000000000E0
4.085191775E2	5.234327368E1	4.896770825E0	1.523077068E1	4.700769901E0	2.427729950E2	1.450812340E1	0.000000000E0
4.095439734E2	5.234325184E1	4.896708848E0	1.536263991E1	4.709045410E0	2.380279999E2	1.404315186E1	0.000000000E0
4.105145838E2	5.234322836E1	4.896648896E0	1.537120644E1	4.705695152E0	2.378777313E2	1.268176651E1	0.000000000E0
4.115444624E2	5.234321031E1	4.896585138E0	1.501865888E1	4.726287842E0	2.461336975E2	1.218971634E1	0.000000000E0
4.125473916E2	5.234318729E1	4.896520584E0	1.547511981E1	5.831302166E0	2.321351318E2	9.560570717E0	0.000000000E0
4.135402249E2	5.234315719E1	4.896450102E0	1.568058579E1	5.787832260E0	2.381489105E2	9.082367897E0	0.000000000E0
4.145502947E2	5.234313378E1	4.896384261E0	1.558133422E1	4.919649124E0	2.419030457E2	1.008121681E1	0.000000000E0
4.155206729E2	5.234311096E1	4.896321264E0	1.545292521E1	4.806487083E0	2.385200500E2	1.040742207E1	0.000000000E0
4.165169255E2	5.234308424E1	4.896264184E0	1.559239309E1	4.716153622E0	2.361858826E2	1.002378464E1	0.000000000E0
4.175125984E2	5.234306532E1	4.896211000E0	1.572986919E1	4.230092525E0	2.363166809E2	1.036985207E1	0.000000000E0
4.185113645E2	5.234304387E1	4.896152009E0	1.567040602E1	4.608696461E0	2.404008636E2	9.590172768E0	0.000000000E0
4.195165406E2	5.234302740E1	4.896090735E0	1.533328340E1	4.347416401E0	2.513223419E2	9.615435600E0	0.000000000E0
4.205203973E2	5.234300859E1	4.896030748E0	1.534748770E1	4.439180851E0	2.374428558E2	1.167674541E1	0.000000000E0
4.215505010E2	5.234298605E1	4.895968587E0	1.542989678E1	4.868487835E0	2.398260040E2	1.084584713E1	0.000000000E0
4.225157442E2	5.234296752E1	4.895901501E0	1.553336928E1	4.711171150E0	2.450182037E2	1.116175079E1	0.000000000E0
4.235581801E2	5.234295104E1	4.895836084E0	1.553119459E1	4.907422066E0	2.484826050E2	1.087452030E1	0.000000000E0
4.245154546E2	5.234293767E1	4.895776171E0	1.556996769E1	4.348656178E0	2.517756653E2	1.111072922E1	0.000000000E0
4.255166442E2	5.234292134E1	4.895719751E0	1.576694595E1	4.073001862E0	2.445820465E2	1.065480614E1	0.000000000E0
4.265110999E2	5.234289796E1	4.895664180E0	1.588216051E1	4.042908192E0	2.341964722E2	1.344302940E1	0.000000000E0
4.275181161E2	5.234287636E1	4.895609313E0	1.603391349E1	5.067578793E0	2.374496613E2	1.157076645E1	0.000000000E0
4.285181437E2	5.234285191E1	4.895548884E0	1.614866905E1	4.942590714E0	2.426890259E2	1.179825306E1	0.000000000E0
4.295110322E2	5.234282730E1	4.895479808E0	1.623205084E1	4.866053104E0	2.437657776E2	1.472372818E1	0.000000000E0
4.305169166E2	5.234279998E1	4.895409185E0	1.623641261E1	5.124123096E0	2.411625061E2	1.480772305E1	0.000000000E0
4.315186327E2	5.234277844E1	4.895339475E0	1.623310263E1	4.981420040E0	2.430239868E2	1.465478325E1	0.000000000E0
4.325120442E2	5.234274963E1	4.895269238E0	1.617028471E1	4.969353676E0	2.382559357E2	1.462714005E1	0.000000000E0
4.335219400E2	5.234272011E1	4.895196442E0	1.606255613E1	5.263294697E0	2.374596863E2	1.465620899E1	0.000000000E0
4.345483697E2	5.234269283E1	4.895124776E0	1.603704308E1	5.143884659E0	2.388549042E2	1.457045174E1	0.000000000E0
4.355489911E2	5.234266981E1	4.895054367E0	1.603447187E1	5.014779568E0	2.425869751E2	1.693186760E1	0.000000000E0
4.365143083E2	5.234264752E1	4.894983439E0	1.612597578E1	5.206912518E0	2.395845947E2	1.471621227E1	0.000000000E0
4.375096812E2	5.234262610E1	4.894917735E0	1.611641128E1	4.669810295E0	2.428777924E2	1.457201290E1	0.000000000E0
4.385104900E2	5.234260905E1	4.894856316E0	1.604837215E1	4.118279934E0	2.471262054E2	1.370945740E1	0.000000000E0
4.395164484E2	5.234259225E1	4.894800987E0	1.620530832E1	3.546683311E0	2.442930145E2	1.281862164E1	0.000000000E0
4.405170463E2	5.234257301E1	4.894740350E0	1.641491984E1	4.206392288E0	2.429571991E2	1.290991402E1	0.000000000E0
4.415150327E2	5.234255359E1	4.894677309E0	1.650746061E1	4.482021332E0	2.444469604E2	1.084518242E1	0.000000000E0
4.425156015E2	5.234252967E1	4.894604598E0	1.657831819E1	5.120607853E0	2.448663330E2	1.317785931E1	0.000000000E0
4.435099624E2	5.234251320E1	4.894538871E0	1.669065550E1	4.556200504E0	2.500760345E2	1.371565819E1	0.000000000E0
4.445464775E2	5.234249149E1	4.894475697E0	1.664080546E1	4.406859875E0	2.469951935E2	1.398828983E1	0.000000000E0
