"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
3.531026823E1	2.547999918E-1	-1.675799966E0	1.599499941E0
3.631026823E1	1.533999890E-1	9.257999659E-1	-2.225999981E-1
3.731026823E1	-1.647199988E0	-1.009999961E-2	-3.865000010E-1
3.831026823E1	-2.744999826E-1	4.415999949E-1	3.517999947E-1
3.931026823E1	-1.110999942E0	-1.042699933E0	-9.030000120E-2
4.031026823E1	2.753499985E0	-1.551199913E0	-3.792699814E0
4.131026823E1	-7.930999994E-1	3.798999786E-1	-1.529699922E0
4.231026823E1	1.529500008E0	2.926999927E-1	-2.202199936E0
4.331026823E1	7.945999503E-1	-3.792999983E-1	1.612999886E-1
4.431026823E1	9.502999783E-1	9.104999900E-1	-2.535799980E0
4.531026823E1	-5.709999800E-1	-3.488999903E-1	-1.395999938E-1
4.631026823E1	2.040999979E-1	7.699999958E-2	-2.370999902E-1
4.731026823E1	-2.579999901E-2	1.856999993E-1	1.251600027E0
4.831026823E1	1.171000004E-1	-4.360000044E-2	5.261999965E-1
4.931026823E1	2.462999970E-1	5.447999835E-1	-8.509999514E-2
5.031026823E1	5.558999777E-1	-1.358299971E0	1.123799920E0
5.131026823E1	-1.202399969E0	1.349999942E-2	-7.109999657E-1
5.231026823E1	-4.671999812E-1	-5.700000003E-2	3.694999814E-1
5.331026823E1	-4.143999815E-1	3.204999864E-1	-7.229999900E-1
5.431026823E1	-1.451099992E0	-7.529999614E-1	6.220999718E0
5.531026823E1	1.587999910E-1	3.457999825E-1	1.613499999E0
5.631026823E1	-8.544999957E-1	-7.999999449E-3	1.493600011E0
5.731026823E1	-4.095999897E-1	-6.924999952E-1	1.391699910E0
