"Time (s)";"Magnetic field x (µT)";"Magnetic field y (µT)";"Magnetic field z (µT)"
8,031527448E1;-9,250000000E0;-3,543750000E1;-3,018750000E1
8,131527448E1;-1,393750000E1;-3,850000000E1;-3,687500000E1
8,231527448E1;-1,212500000E1;-4,212500000E1;-3,256250000E1
8,331527448E1;-1,625000000E1;-3,281250000E1;-3,356250000E1
8,431527448E1;-4,375000000E0;-2,725000000E1;-4,731250000E1
8,531527448E1;-1,243750000E1;-2,743750000E1;-3,800000000E1
8,631527448E1;-1,731250000E1;-2,512500000E1;-3,987500000E1
8,731527448E1;-1,593750000E1;-2,875000000E1;-2,725000000E1
8,831527448E1;-1,500000000E1;-3,187500000E1;-3,206250000E1
8,931527448E1;-1,793750000E1;-3,600000000E1;-3,112500000E1
9,031527448E1;-1,906250000E1;-3,681250000E1;-2,450000000E1
9,131527448E1;-5,312500000E0;-3,218750000E1;-3,731250000E1
9,231527448E1;4,750000000E0;-3,256250000E1;-3,856250000E1
9,331527448E1;1,875000000E-1;-3,193750000E1;-3,562500000E1
9,431527448E1;-2,000000000E0;-3,200000000E1;-3,112500000E1
9,531527448E1;-8,250000000E0;-3,437500000E1;-3,381250000E1
9,631527448E1;-6,687500000E0;-3,150000000E1;-3,500000000E1
9,731527448E1;-8,750000000E-1;-1,881250000E1;-4,137500000E1
9,831527448E1;4,375000000E-1;-2,918750000E1;-3,975000000E1
9,931527448E1;-9,375000000E0;-2,868750000E1;-4,325000000E1
1,003152745E2;-6,687500000E0;-2,900000000E1;-4,350000000E1
1,013152745E2;-9,687500000E0;-3,231250000E1;-3,537500000E1
1,023152745E2;-7,000000000E0;-3,293750000E1;-3,387500000E1
1,033152745E2;-9,312500000E0;-2,943750000E1;-3,012500000E1
1,043152745E2;-1,243750000E1;-3,068750000E1;-3,518750000E1
1,053152745E2;-1,087500000E1;-3,231250000E1;-3,568750000E1
1,063152745E2;-1,293750000E1;-3,337500000E1;-3,506250000E1
1,073152745E2;-8,562500000E0;-3,750000000E1;-3,375000000E1
1,083152745E2;-5,937500000E0;-3,181250000E1;-2,356250000E1
1,093152745E2;-6,125000000E0;-3,087500000E1;-2,825000000E1
1,103152745E2;-8,000000000E0;-2,750000000E1;-3,356250000E1
1,113152745E2;-9,687500000E0;-2,725000000E1;-3,137500000E1
1,123152745E2;-1,168750000E1;-2,693750000E1;-2,956250000E1
1,133152745E2;-9,000000000E0;-3,312500000E1;-3,000000000E1
1,143152745E2;-1,168750000E1;-3,256250000E1;-3,050000000E1
1,153152745E2;-1,700000000E1;-3,368750000E1;-2,700000000E1
1,163152745E2;-7,187500000E0;-3,262500000E1;-3,218750000E1
1,173152745E2;-1,687500000E0;-3,100000000E1;-4,287500000E1
1,183152745E2;-4,562500000E0;-3,056250000E1;-3,862500000E1
1,193152745E2;-5,875000000E0;-3,075000000E1;-3,675000000E1
1,203152745E2;-2,187500000E0;-3,006250000E1;-3,581250000E1
1,213152745E2;-5,500000000E0;-2,631250000E1;-3,387500000E1
1,223152745E2;-1,056250000E1;-2,512500000E1;-3,568750000E1
1,233152745E2;-1,343750000E1;-2,837500000E1;-3,606250000E1
1,243152745E2;-1,793750000E1;-2,943750000E1;-3,262500000E1
1,253152745E2;-1,375000000E1;-3,187500000E1;-3,187500000E1
1,263152745E2;-9,875000000E0;-2,931250000E1;-3,000000000E1
1,273152745E2;-9,875000000E0;-2,875000000E1;-2,943750000E1
1,283152745E2;-1,106250000E1;-3,043750000E1;-2,918750000E1
1,293152745E2;-3,875000000E0;-2,718750000E1;-3,787500000E1
1,303152745E2;-2,687500000E0;-2,825000000E1;-3,812500000E1
1,313152745E2;-6,250000000E-1;-2,775000000E1;-3,831250000E1
1,323152745E2;-3,625000000E0;-2,762500000E1;-3,906250000E1
1,333152745E2;3,500000000E0;-2,887500000E1;-3,700000000E1
1,343152745E2;2,062500000E0;-2,912500000E1;-3,643750000E1
1,353152745E2;3,750000000E0;-2,775000000E1;-3,662500000E1
1,363152745E2;-1,250000000E-1;-2,900000000E1;-3,793750000E1
1,373152745E2;4,125000000E0;-2,731250000E1;-3,706250000E1
1,383152745E2;2,312500000E0;-2,887500000E1;-3,881250000E1
1,393152745E2;2,250000000E0;-2,818750000E1;-4,000000000E1
1,403152745E2;3,812500000E0;-3,125000000E1;-3,331250000E1
1,413152745E2;-1,250000000E0;-2,787500000E1;-3,825000000E1
1,423152745E2;-2,750000000E0;-3,000000000E1;-3,543750000E1
1,433152745E2;-2,312500000E0;-2,756250000E1;-3,425000000E1
1,443152745E2;-1,062500000E0;-2,900000000E1;-3,518750000E1
1,453152745E2;1,750000000E0;-2,468750000E1;-2,593750000E1
1,463152745E2;-3,562500000E0;-3,468750000E1;-3,300000000E1
1,473152745E2;-2,375000000E0;-3,225000000E1;-3,518750000E1
1,483152745E2;-1,750000000E0;-2,793750000E1;-4,037500000E1
1,493152745E2;-4,375000000E-1;-3,075000000E1;-3,943750000E1
1,503152745E2;-2,125000000E0;-3,193750000E1;-3,768750000E1
1,513152745E2;-2,812500000E0;-3,118750000E1;-3,981250000E1
1,523152745E2;-4,250000000E0;-3,068750000E1;-3,950000000E1
1,533152745E2;-2,125000000E0;-3,181250000E1;-3,981250000E1
1,543152745E2;-2,125000000E0;-3,400000000E1;-3,668750000E1
1,553152745E2;-5,500000000E0;-3,312500000E1;-3,606250000E1
1,563152745E2;-3,875000000E0;-2,843750000E1;-3,668750000E1
1,573152745E2;2,312500000E0;-2,437500000E1;-4,562500000E1
1,583152745E2;4,750000000E0;-2,931250000E1;-4,162500000E1
1,593152745E2;6,250000000E-1;-2,743750000E1;-4,231250000E1
1,603152745E2;-3,125000000E-1;-2,850000000E1;-4,218750000E1
1,613152745E2;1,875000000E-1;-3,012500000E1;-4,125000000E1
1,623152745E2;-5,187500000E0;-2,781250000E1;-4,225000000E1
1,633152745E2;-4,875000000E0;-2,931250000E1;-4,093750000E1
1,643152745E2;-5,937500000E0;-3,056250000E1;-3,787500000E1
1,653152745E2;-2,437500000E0;-2,843750000E1;-4,250000000E1
1,663152745E2;-3,125000000E0;-2,806250000E1;-3,781250000E1
1,673152745E2;-4,250000000E0;-2,593750000E1;-3,818750000E1
1,683152745E2;-2,000000000E0;-2,981250000E1;-3,981250000E1
1,693152745E2;-3,062500000E0;-2,568750000E1;-4,131250000E1
1,703152745E2;1,250000000E-1;-2,875000000E1;-3,862500000E1
1,713152745E2;1,062500000E0;-2,781250000E1;-4,293750000E1
1,723152745E2;-3,562500000E0;-2,637500000E1;-4,250000000E1
1,733152745E2;-5,812500000E0;-2,681250000E1;-4,293750000E1
1,743152745E2;-1,012500000E1;-3,243750000E1;-3,631250000E1
1,753152745E2;-8,875000000E0;-2,968750000E1;-4,037500000E1
1,763152745E2;-3,625000000E0;-2,981250000E1;-3,875000000E1
1,773152745E2;-6,062500000E0;-2,887500000E1;-3,850000000E1
1,783152745E2;-6,125000000E0;-3,218750000E1;-3,593750000E1
1,793152745E2;-7,437500000E0;-3,306250000E1;-3,643750000E1
1,803152745E2;-8,062500000E0;-2,806250000E1;-3,693750000E1
1,813152745E2;-8,562500000E0;-2,968750000E1;-3,768750000E1
1,823152745E2;-5,562500000E0;-2,837500000E1;-3,981250000E1
1,833152745E2;-3,562500000E0;-2,943750000E1;-3,987500000E1
1,843152745E2;-4,062500000E0;-2,975000000E1;-4,093750000E1
1,853152745E2;5,500000000E0;-3,062500000E1;-4,093750000E1
1,863152745E2;-8,375000000E0;-3,587500000E1;-3,418750000E1
1,873152745E2;-7,125000000E0;-3,187500000E1;-3,950000000E1
1,883152745E2;-2,500000000E0;-3,343750000E1;-3,925000000E1
1,893152745E2;-1,875000000E0;-3,350000000E1;-3,918750000E1
1,903152745E2;-3,437500000E0;-3,168750000E1;-4,037500000E1
1,913152745E2;-3,250000000E0;-2,968750000E1;-4,237500000E1
1,923152745E2;-2,437500000E0;-3,000000000E1;-4,125000000E1
1,933152745E2;-4,812500000E0;-2,968750000E1;-4,112500000E1
1,943152745E2;-5,437500000E0;-3,012500000E1;-4,018750000E1
1,953152745E2;9,062500000E0;-3,531250000E1;-4,093750000E1
1,963152745E2;-1,187500000E0;-3,293750000E1;-3,793750000E1
1,973152745E2;-2,625000000E0;-3,250000000E1;-3,825000000E1
1,983152745E2;-4,000000000E0;-3,318750000E1;-3,718750000E1
1,993152745E2;-1,312500000E1;-3,787500000E1;-2,843750000E1
2,003152745E2;-5,437500000E0;-3,350000000E1;-3,731250000E1
2,013152745E2;-3,750000000E0;-3,356250000E1;-3,737500000E1
2,023152745E2;-5,500000000E0;-3,493750000E1;-3,450000000E1
2,033152745E2;-6,750000000E0;-3,181250000E1;-3,731250000E1
2,043152745E2;-5,312500000E0;-3,118750000E1;-3,706250000E1
2,053152745E2;-1,750000000E0;-3,306250000E1;-3,737500000E1
2,063152745E2;-4,312500000E0;-3,118750000E1;-3,843750000E1
2,073152745E2;2,500000000E0;-3,443750000E1;-3,737500000E1
2,083152745E2;5,062500000E0;-2,875000000E1;-3,706250000E1
2,093152745E2;3,750000000E-1;-2,600000000E1;-4,075000000E1
2,103152745E2;-2,312500000E0;-2,912500000E1;-4,256250000E1
2,113152745E2;-1,187500000E0;-3,337500000E1;-3,981250000E1
2,123152745E2;-6,562500000E0;-3,387500000E1;-2,175000000E1
2,133152745E2;-2,625000000E0;-1,350000000E1;-3,143750000E1
2,143152745E2;6,625000000E0;-1,381250000E1;-3,706250000E1
2,153152745E2;6,875000000E0;-1,262500000E1;-3,456250000E1
2,163152745E2;3,250000000E0;-2,150000000E1;-4,562500000E1
2,173152745E2;-1,875000000E0;-3,181250000E1;-4,268750000E1
2,183152745E2;-2,437500000E0;-4,275000000E1;-4,906250000E1
2,193152745E2;-6,250000000E0;-4,200000000E1;-4,737500000E1
2,203152745E2;-7,000000000E0;-5,156250000E1;-4,581250000E1
2,213152745E2;5,000000000E-1;-3,787500000E1;-4,068750000E1
2,223152745E2;-6,562500000E0;-4,231250000E1;-2,706250000E1
2,233152745E2;-2,000000000E0;-3,462500000E1;-3,575000000E1
2,243152745E2;-5,500000000E0;-3,443750000E1;-3,256250000E1
2,253152745E2;-3,062500000E0;-3,975000000E1;-2,925000000E1
2,263152745E2;-2,625000000E0;-3,431250000E1;-3,518750000E1
2,273152745E2;-4,250000000E0;-3,243750000E1;-3,362500000E1
2,283152745E2;-4,375000000E0;-3,837500000E1;-2,812500000E1
2,293152745E2;5,000000000E-1;-3,700000000E1;-3,450000000E1
2,303152745E2;9,375000000E-1;-3,312500000E1;-3,393750000E1
2,313152745E2;3,875000000E0;-3,131250000E1;-3,875000000E1
2,323152745E2;2,187500000E0;-3,906250000E1;-3,693750000E1
2,333152745E2;-6,250000000E0;-3,725000000E1;-3,168750000E1
2,343152745E2;-2,750000000E0;-3,306250000E1;-4,062500000E1
2,353152745E2;-8,375000000E0;-3,256250000E1;-3,200000000E1
2,363152745E2;-7,500000000E0;-3,318750000E1;-3,612500000E1
2,373152745E2;-8,937500000E0;-3,506250000E1;-2,981250000E1
2,383152745E2;-6,062500000E0;-3,181250000E1;-3,612500000E1
2,393152745E2;-7,812500000E0;-3,075000000E1;-3,825000000E1
2,403152745E2;-8,937500000E0;-3,037500000E1;-3,593750000E1
2,413152745E2;-1,137500000E1;-2,943750000E1;-3,412500000E1
2,423152745E2;-7,125000000E0;-2,793750000E1;-3,787500000E1
2,433152745E2;-8,875000000E0;-3,031250000E1;-3,375000000E1
2,443152745E2;-7,812500000E0;-3,062500000E1;-3,237500000E1
2,453152745E2;-5,000000000E0;-2,750000000E1;-3,062500000E1
2,463152745E2;-6,687500000E0;-3,762500000E1;-3,143750000E1
2,473152745E2;-9,375000000E0;-3,325000000E1;-3,481250000E1
2,483152745E2;-7,812500000E0;-3,406250000E1;-3,393750000E1
2,493152745E2;-1,212500000E1;-2,962500000E1;-3,631250000E1
2,503152745E2;-1,231250000E1;-3,068750000E1;-3,612500000E1
2,513152745E2;-1,637500000E1;-2,906250000E1;-3,450000000E1
2,523152745E2;-7,437500000E0;-2,950000000E1;-3,675000000E1
2,533152745E2;-6,187500000E0;-2,912500000E1;-4,362500000E1
2,543152745E2;-7,062500000E0;-2,887500000E1;-3,750000000E1
2,553152745E2;-7,187500000E0;-3,162500000E1;-3,487500000E1
2,563152745E2;-5,750000000E0;-3,243750000E1;-3,312500000E1
2,573152745E2;-1,025000000E1;-3,756250000E1;-3,362500000E1
2,583152745E2;-1,062500000E1;-3,056250000E1;-3,475000000E1
2,593152745E2;-9,000000000E0;-3,075000000E1;-3,675000000E1
2,603152745E2;-8,000000000E0;-3,743750000E1;-3,981250000E1
2,613152745E2;1,500000000E1;-3,693750000E1;-2,068750000E1
2,623152745E2;-3,875000000E0;-2,543750000E1;-3,675000000E1
2,633152745E2;-6,750000000E0;-2,962500000E1;-4,125000000E1
2,643152745E2;-5,250000000E0;-2,887500000E1;-4,000000000E1
2,653152745E2;-9,687500000E0;-3,187500000E1;-4,500000000E1
2,663152745E2;-1,762500000E1;-3,443750000E1;-4,862500000E1
2,673152745E2;-2,168750000E1;-3,712500000E1;-4,781250000E1
2,683152745E2;-2,512500000E1;-3,350000000E1;-4,818750000E1
2,693152745E2;-2,400000000E1;-3,568750000E1;-4,950000000E1
2,703152745E2;-1,393750000E1;-3,106250000E1;-4,231250000E1
2,713152745E2;-1,393750000E1;-3,037500000E1;-3,856250000E1
2,723152745E2;-1,343750000E1;-2,912500000E1;-4,312500000E1
2,733152745E2;-1,143750000E1;-3,387500000E1;-6,156250000E1
2,743152745E2;1,800000000E1;-3,593750000E1;-5,162500000E1
2,753152745E2;1,262500000E1;-3,000000000E1;-4,781250000E1
2,763152745E2;2,075000000E1;-2,193750000E1;-4,362500000E1
2,773152745E2;2,043750000E1;-2,537500000E1;-4,137500000E1
2,783152745E2;2,425000000E1;-1,881250000E1;-4,156250000E1
2,793152745E2;2,131250000E1;-1,825000000E1;-4,250000000E1
2,803152745E2;2,262500000E1;-2,037500000E1;-4,050000000E1
2,813152745E2;1,793750000E1;-3,031250000E1;-3,593750000E1
2,823152745E2;1,850000000E1;-1,575000000E1;-4,300000000E1
2,833152745E2;2,756250000E1;-2,281250000E1;-5,537500000E1
2,843152745E2;2,125000000E1;-2,918750000E1;-4,643750000E1
2,853152745E2;1,918750000E1;-2,443750000E1;-4,506250000E1
2,863152745E2;2,050000000E1;-2,262500000E1;-4,568750000E1
2,873152745E2;2,012500000E1;-1,750000000E1;-4,668750000E1
2,883152745E2;1,787500000E1;-1,931250000E1;-4,737500000E1
2,893152745E2;9,500000000E0;-2,243750000E1;-4,906250000E1
2,903152745E2;-3,750000000E0;-3,306250000E1;-5,481250000E1
2,913152745E2;5,062500000E0;-3,075000000E1;-4,487500000E1
2,923152745E2;8,875000000E0;-3,200000000E1;-4,075000000E1
2,933152745E2;1,287500000E1;-2,750000000E1;-3,631250000E1
2,943152745E2;8,500000000E0;-3,881250000E1;-3,406250000E1
2,953152745E2;5,312500000E0;-3,493750000E1;-3,843750000E1
2,963152745E2;3,500000000E0;-3,181250000E1;-3,856250000E1
2,973152745E2;2,250000000E0;-3,700000000E1;-3,262500000E1
2,983152745E2;4,062500000E0;-3,656250000E1;-3,075000000E1
2,993152745E2;4,500000000E0;-3,156250000E1;-3,312500000E1
3,003152745E2;4,125000000E0;-3,950000000E1;-3,231250000E1
3,013152745E2;5,375000000E0;-4,043750000E1;-3,268750000E1
3,023152745E2;8,750000000E0;-3,900000000E1;-3,418750000E1
3,033152745E2;6,875000000E0;-4,156250000E1;-3,081250000E1
3,043152745E2;5,687500000E0;-4,275000000E1;-2,718750000E1
3,053152745E2;5,750000000E0;-4,350000000E1;-2,668750000E1
3,063152745E2;8,000000000E0;-4,243750000E1;-2,925000000E1
3,073152745E2;1,012500000E1;-4,600000000E1;-2,406250000E1
3,083152745E2;1,287500000E1;-3,725000000E1;-3,487500000E1
3,093152745E2;6,687500000E0;-3,806250000E1;-3,456250000E1
3,103152745E2;9,875000000E0;-3,775000000E1;-3,318750000E1
3,113152745E2;1,000000000E1;-3,875000000E1;-3,343750000E1
3,123152745E2;1,406250000E1;-3,837500000E1;-3,156250000E1
3,133152745E2;1,668750000E1;-3,337500000E1;-3,062500000E1
3,143152745E2;1,700000000E1;-3,868750000E1;-2,893750000E1
3,153152745E2;1,425000000E1;-3,931250000E1;-2,950000000E1
3,163152745E2;1,475000000E1;-4,137500000E1;-2,812500000E1
3,173152745E2;1,443750000E1;-3,856250000E1;-3,081250000E1
3,183152745E2;1,356250000E1;-3,868750000E1;-3,206250000E1
3,193152745E2;1,437500000E1;-3,625000000E1;-3,475000000E1
3,203152745E2;1,262500000E1;-3,825000000E1;-3,331250000E1
3,213152745E2;1,475000000E1;-3,318750000E1;-3,781250000E1
3,223152745E2;1,468750000E1;-3,287500000E1;-3,831250000E1
3,233152745E2;1,206250000E1;-3,725000000E1;-3,456250000E1
3,243152745E2;1,331250000E1;-3,725000000E1;-3,475000000E1
3,253152745E2;2,075000000E1;-2,662500000E1;-4,093750000E1
3,263152745E2;2,512500000E1;-2,306250000E1;-4,112500000E1
3,273152745E2;2,550000000E1;-1,743750000E1;-4,318750000E1
3,283152745E2;2,425000000E1;-1,787500000E1;-4,418750000E1
3,293152745E2;2,293750000E1;-1,431250000E1;-4,562500000E1
3,303152745E2;2,156250000E1;-1,600000000E1;-4,350000000E1
3,313152745E2;1,925000000E1;-1,731250000E1;-4,625000000E1
3,323152745E2;1,200000000E1;-3,375000000E1;-3,906250000E1
3,333152745E2;1,925000000E1;-2,512500000E1;-4,293750000E1
3,343152745E2;2,512500000E1;-1,262500000E1;-4,506250000E1
3,353152745E2;2,162500000E1;-1,531250000E1;-4,600000000E1
3,363152745E2;1,925000000E1;-1,600000000E1;-4,687500000E1
3,373152745E2;1,700000000E1;-1,787500000E1;-4,787500000E1
3,383152745E2;1,643750000E1;-1,850000000E1;-4,675000000E1
3,393152745E2;1,906250000E1;-1,756250000E1;-4,643750000E1
3,403152745E2;1,843750000E1;-1,975000000E1;-4,537500000E1
3,413152745E2;1,850000000E1;-2,043750000E1;-4,531250000E1
3,423152745E2;1,750000000E1;-2,125000000E1;-4,531250000E1
3,433152745E2;1,881250000E1;-2,212500000E1;-4,443750000E1
3,443152745E2;2,050000000E1;-2,068750000E1;-4,406250000E1
3,453152745E2;1,912500000E1;-2,693750000E1;-4,043750000E1
3,463152745E2;1,231250000E1;-4,131250000E1;-2,925000000E1
3,473152745E2;1,793750000E1;-2,787500000E1;-4,125000000E1
3,483152745E2;1,818750000E1;-2,375000000E1;-4,362500000E1
3,493152745E2;1,725000000E1;-2,325000000E1;-4,481250000E1
3,503152745E2;1,137500000E1;-2,818750000E1;-4,256250000E1
3,513152745E2;1,325000000E1;-3,668750000E1;-2,825000000E1
3,523152745E2;1,668750000E1;-3,043750000E1;-3,893750000E1
3,533152745E2;1,725000000E1;-2,743750000E1;-4,193750000E1
3,543152745E2;1,987500000E1;-2,756250000E1;-4,106250000E1
3,553152745E2;1,737500000E1;-2,868750000E1;-4,168750000E1
3,563152745E2;1,550000000E1;-2,793750000E1;-4,218750000E1
3,573152745E2;1,531250000E1;-2,787500000E1;-4,293750000E1
3,583152745E2;1,387500000E1;-2,868750000E1;-4,312500000E1
3,593152745E2;9,500000000E0;-3,531250000E1;-3,793750000E1
3,603152745E2;1,387500000E1;-2,887500000E1;-4,206250000E1
3,613152745E2;1,700000000E1;-2,856250000E1;-4,131250000E1
3,623152745E2;1,787500000E1;-2,606250000E1;-4,268750000E1
3,633152745E2;1,706250000E1;-2,637500000E1;-4,200000000E1
3,643152745E2;1,550000000E1;-2,656250000E1;-4,193750000E1
3,653152745E2;1,381250000E1;-2,825000000E1;-3,956250000E1
3,663152745E2;1,187500000E1;-4,087500000E1;-2,781250000E1
3,673152745E2;1,512500000E1;-3,837500000E1;-2,975000000E1
3,683152745E2;1,637500000E1;-3,087500000E1;-3,756250000E1
3,693152745E2;1,043750000E1;-3,943750000E1;-3,081250000E1
3,703152745E2;1,487500000E1;-3,787500000E1;-3,100000000E1
3,713152745E2;1,825000000E1;-3,250000000E1;-3,531250000E1
3,723152745E2;1,706250000E1;-2,968750000E1;-3,568750000E1
3,733152745E2;1,393750000E1;-3,131250000E1;-3,593750000E1
3,743152745E2;9,250000000E0;-3,481250000E1;-3,531250000E1
3,753152745E2;1,381250000E1;-3,418750000E1;-3,550000000E1
3,763152745E2;1,581250000E1;-3,525000000E1;-3,362500000E1
3,773152745E2;1,225000000E1;-3,868750000E1;-3,050000000E1
3,783152745E2;9,062500000E0;-4,306250000E1;-2,456250000E1
3,793152745E2;1,468750000E1;-4,025000000E1;-3,081250000E1
3,803152745E2;1,487500000E1;-3,537500000E1;-3,500000000E1
3,813152745E2;1,487500000E1;-3,606250000E1;-3,256250000E1
3,823152745E2;1,543750000E1;-3,337500000E1;-3,518750000E1
3,833152745E2;1,406250000E1;-3,468750000E1;-3,606250000E1
3,843152745E2;1,050000000E1;-4,006250000E1;-3,043750000E1
3,853152745E2;1,643750000E1;-3,681250000E1;-3,225000000E1
3,863152745E2;1,575000000E1;-3,500000000E1;-3,537500000E1
3,873152745E2;1,125000000E1;-3,525000000E1;-3,593750000E1
3,883152745E2;1,300000000E1;-3,500000000E1;-3,250000000E1
3,893152745E2;1,225000000E1;-4,000000000E1;-3,006250000E1
3,903152745E2;1,343750000E1;-3,856250000E1;-3,031250000E1
3,913152745E2;1,606250000E1;-3,531250000E1;-3,381250000E1
3,923152745E2;1,362500000E1;-3,318750000E1;-3,625000000E1
3,933152745E2;1,475000000E1;-3,325000000E1;-3,425000000E1
3,943152745E2;1,537500000E1;-3,375000000E1;-3,550000000E1
3,953152745E2;1,781250000E1;-3,543750000E1;-3,443750000E1
3,963152745E2;1,106250000E1;-4,281250000E1;-2,731250000E1
3,973152745E2;1,343750000E1;-3,856250000E1;-3,250000000E1
3,983152745E2;1,175000000E1;-3,775000000E1;-3,312500000E1
3,993152745E2;-1,750000000E0;-3,543750000E1;-3,825000000E1
4,003152745E2;3,750000000E-1;-3,875000000E1;-3,600000000E1
4,013152745E2;3,812500000E0;-4,275000000E1;-2,912500000E1
4,023152745E2;5,812500000E0;-3,906250000E1;-3,300000000E1
4,033152745E2;1,000000000E0;-3,837500000E1;-3,412500000E1
4,043152745E2;3,187500000E0;-3,575000000E1;-3,675000000E1
