"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
7,250889530E1;5,235503012E1;4,901100766E0;2,135951655E1;0,000000000E0;2,853132629E2;4,900000095E0;0,000000000E0
7,352301457E1;5,235503012E1;4,901100766E0;2,135951655E1;0,000000000E0;2,853132629E2;4,900000095E0;0,000000000E0
7,451406561E1;5,235503012E1;4,901100766E0;2,135951655E1;0,000000000E0;2,853132629E2;4,900000095E0;0,000000000E0
7,552145676E1;5,235503012E1;4,901100766E0;2,135951655E1;0,000000000E0;2,853132629E2;4,900000095E0;0,000000000E0
7,652130207E1;5,235503012E1;4,901100766E0;2,135951655E1;0,000000000E0;2,853132629E2;4,900000095E0;0,000000000E0
7,751607499E1;5,235503012E1;4,901100766E0;2,135951655E1;0,000000000E0;2,853132629E2;4,900000095E0;0,000000000E0
7,851378540E1;5,235503012E1;4,901100766E0;2,135951655E1;0,000000000E0;2,853132629E2;4,900000095E0;0,000000000E0
7,951327290E1;5,235500853E1;4,901095526E0;2,115282709E1;9,739745259E-1;2,282675476E2;1,477064896E1;0,000000000E0
8,054581509E1;5,235498005E1;4,901094683E0;2,101521047E1;2,048989058E0;1,991358032E2;1,445802879E1;0,000000000E0
8,154434686E1;5,235495728E1;4,901097335E0;2,097104041E1;1,237717867E0;1,991358032E2;1,309603691E1;0,000000000E0
8,251455520E1;5,235493826E1;4,901107188E0;2,113326591E1;1,515541553E0;1,512993317E2;1,436657333E1;0,000000000E0
8,351564374E1;5,235489899E1;4,901114258E0;2,120709679E1;2,137800694E0;1,542074127E2;1,473998165E1;0,000000000E0
8,454256509E1;5,235485330E1;4,901140035E0;2,179511986E1;2,686204910E0;1,542622070E2;1,451846218E1;0,000000000E0
8,554332967E1;5,235481951E1;4,901161845E0;2,208638890E1;2,444865942E0;1,451368561E2;1,462184620E1;0,000000000E0
8,655107342E1;5,235478890E1;4,901186100E0;2,243780868E1;2,745081663E0;1,392422028E2;1,436031342E1;0,000000000E0
8,751799530E1;5,235475761E1;4,901219250E0;2,283342319E1;3,429815769E0;1,409777069E2;1,254689312E1;0,000000000E0
8,854308332E1;5,235472679E1;4,901255085E0;2,281060157E1;4,020333290E0;1,479170990E2;1,265141773E1;0,000000000E0
8,954200051E1;5,235468981E1;4,901291300E0;2,291475265E1;4,633023262E0;1,523769226E2;1,125423813E1;0,000000000E0
9,051203488E1;5,235465038E1;4,901329093E0;2,280852712E1;4,554459572E0;1,507798920E2;1,392153931E1;0,000000000E0
9,151121926E1;5,235460603E1;4,901355468E0;2,265803624E1;4,607626915E0;1,637683868E2;1,403618336E1;0,000000000E0
9,251167915E1;5,235456093E1;4,901377760E0;2,252204287E1;4,687983990E0;1,610554657E2;1,484507751E1;0,000000000E0
9,352613801E1;5,235451786E1;4,901411276E0;2,256697410E1;4,722893715E0;1,549163055E2;1,471305466E1;0,000000000E0
9,451338436E1;5,235447923E1;4,901449454E0;2,228201372E1;4,594462395E0;1,485791168E2;1,649437714E1;0,000000000E0
9,551159894E1;5,235443732E1;4,901489258E0;2,184097398E1;4,669288635E0;1,464417267E2;1,605628395E1;0,000000000E0
9,651629321E1;5,235439096E1;4,901525376E0;2,144911306E1;4,647596836E0;1,528926392E2;1,566326618E1;0,000000000E0
9,751085624E1;5,235435496E1;4,901564473E0;2,090824637E1;4,098214626E0;1,422231293E2;1,567256451E1;0,000000000E0
9,851141926E1;5,235432254E1;4,901606084E0;2,085797644E1;3,866010427E0;1,449282990E2;1,572048187E1;0,000000000E0
9,951310884E1;5,235428997E1;4,901649278E0;2,058822701E1;3,566701889E0;1,410149689E2;1,629436493E1;0,000000000E0
1,005110198E2;5,235425737E1;4,901694239E0;2,090888555E1;3,817565203E0;1,432153320E2;1,483803177E1;0,000000000E0
1,015107969E2;5,235421849E1;4,901731664E0;2,031513621E1;4,024655819E0;1,516548309E2;1,470031357E1;0,000000000E0
1,025174734E2;5,235417934E1;4,901766314E0;2,004471284E1;4,371815205E0;1,508204956E2;1,471619987E1;0,000000000E0
1,035196401E2;5,235414291E1;4,901801579E0;1,980589867E1;4,120477200E0;1,489837036E2;1,581527615E1;0,000000000E0
1,045250281E2;5,235410668E1;4,901833445E0;1,980759257E1;4,222429752E0;1,507703247E2;1,552432919E1;0,000000000E0
1,055119651E2;5,235406756E1;4,901864936E0;1,976416270E1;4,546536446E0;1,519340057E2;1,590022469E1;0,000000000E0
1,065160484E2;5,235402236E1;4,901897656E0;1,996148281E1;4,830778122E0;1,544975128E2;1,540954113E1;0,000000000E0
1,075189510E2;5,235398383E1;4,901936844E0;2,004773491E1;4,348388672E0;1,485859222E2;1,497659874E1;0,000000000E0
1,085613630E2;5,235394792E1;4,901971743E0;2,010332376E1;3,871267080E0;1,497179108E2;1,495161724E1;0,000000000E0
1,095158797E2;5,235390924E1;4,902005904E0;2,012796645E1;4,128859997E0;1,453124084E2;1,455097866E1;0,000000000E0
1,105569427E2;5,235386518E1;4,902037761E0;1,964410763E1;4,656201363E0;1,515553284E2;1,472638416E1;0,000000000E0
1,115422791E2;5,235381957E1;4,902067054E0;1,927814040E1;4,733772755E0;1,548623962E2;1,463474846E1;0,000000000E0
1,125098765E2;5,235377175E1;4,902101480E0;1,882706003E1;5,047012329E0;1,554452209E2;1,521852684E1;0,000000000E0
1,135281995E2;5,235372712E1;4,902137287E0;1,876976652E1;5,081837654E0;1,572030792E2;1,527534199E1;0,000000000E0
1,145449203E2;5,235368092E1;4,902175741E0;1,876860641E1;5,446677208E0;1,534081573E2;1,558974934E1;0,000000000E0
1,155436474E2;5,235363706E1;4,902237905E0;1,880988150E1;6,123281956E0;1,390543823E2;1,686214256E1;0,000000000E0
1,165605010E2;5,235359643E1;4,902300127E0;1,896124888E1;5,573023796E0;1,377357941E2;1,618156242E1;0,000000000E0
1,175429578E2;5,235355821E1;4,902354430E0;1,909944467E1;5,086370468E0;1,413743744E2;1,721154404E1;0,000000000E0
1,185434974E2;5,235351456E1;4,902391425E0;1,900097334E1;4,638417244E0;1,494369049E2;1,620769691E1;0,000000000E0
1,195146416E2;5,235347528E1;4,902413557E0;1,877701238E1;3,755731821E0;1,558921814E2;1,670490456E1;0,000000000E0
1,205135088E2;5,235343728E1;4,902438536E0;1,859871675E1;4,186913013E0;1,540404663E2;1,507708168E1;0,000000000E0
1,215132541E2;5,235339778E1;4,902468251E0;1,844243754E1;4,473940372E0;1,542833862E2;1,492804909E1;0,000000000E0
1,225138265E2;5,235335683E1;4,902494143E0;1,813930780E1;4,889532089E0;1,602712250E2;1,637620926E1;0,000000000E0
1,235167463E2;5,235330937E1;4,902517124E0;1,813312246E1;5,047811508E0;1,611574860E2;1,653731918E1;0,000000000E0
1,245159156E2;5,235326345E1;4,902541848E0;1,821169993E1;4,940314293E0;1,611277771E2;1,618852806E1;0,000000000E0
1,255119552E2;5,235322651E1;4,902578259E0;1,783841113E1;4,491595268E0;1,503722687E2;1,548391914E1;0,000000000E0
1,265449198E2;5,235318189E1;4,902605191E0;1,756389960E1;4,557476997E0;1,662936096E2;1,536897945E1;0,000000000E0
1,275106140E2;5,235313686E1;4,902622504E0;1,750304095E1;4,387906551E0;1,630433350E2;1,649743652E1;0,000000000E0
1,285190640E2;5,235310160E1;4,902649971E0;1,765329615E1;3,931992054E0;1,527901917E2;1,647414207E1;0,000000000E0
1,295133729E2;5,235306574E1;4,902676447E0;1,766749768E1;3,840637445E0;1,528418274E2;1,576977158E1;0,000000000E0
1,305142422E2;5,235302113E1;4,902696716E0;1,743980665E1;4,528481007E0;1,633246613E2;1,702763748E1;0,000000000E0
1,315115208E2;5,235297358E1;4,902721115E0;1,731414362E1;4,954301357E0;1,639807434E2;1,753693771E1;0,000000000E0
1,325547594E2;5,235291452E1;4,902736411E0;1,709760993E1;5,814980507E0;1,707457123E2;1,749832344E1;0,000000000E0
1,335116526E2;5,235285700E1;4,902744353E0;1,692436649E1;5,040088177E0;1,787573547E2;1,603545380E1;0,000000000E0
1,345166896E2;5,235280601E1;4,902757634E0;1,696550440E1;4,987083912E0;1,696579132E2;1,582703876E1;0,000000000E0
1,355195937E2;5,235275738E1;4,902785168E0;1,696367611E1;5,005901814E0;1,618418579E2;1,528066826E1;0,000000000E0
1,365416177E2;5,235270742E1;4,902805152E0;1,752952523E1;4,994533062E0;1,618072815E2;1,504450226E1;0,000000000E0
1,375121442E2;5,235265841E1;4,902824613E0;1,753179928E1;4,966380119E0;1,646088409E2;1,440609550E1;0,000000000E0
1,385217625E2;5,235261272E1;4,902843858E0;1,711122845E1;4,902987480E0;1,569958649E2;1,375114059E1;0,000000000E0
1,395143677E2;5,235256282E1;4,902860606E0;1,660449991E1;4,987462997E0;1,689055176E2;1,250091839E1;0,000000000E0
1,405494005E2;5,235250920E1;4,902871258E0;1,615650393E1;5,349561214E0;1,725217896E2;1,352618217E1;0,000000000E0
1,415538333E2;5,235245661E1;4,902890977E0;1,577150865E1;5,194771767E0;1,666506500E2;1,334096146E1;0,000000000E0
1,425138833E2;5,235240453E1;4,902910100E0;1,548250901E1;5,369764328E0;1,682424011E2;1,368103695E1;0,000000000E0
1,435249583E2;5,235235178E1;4,902928109E0;1,486117969E1;4,896110058E0;1,669446869E2;1,529907799E1;0,000000000E0
1,445263073E2;5,235230087E1;4,902937648E0;1,394982973E1;4,306138039E0;1,735199432E2;1,394502544E1;0,000000000E0
1,455169479E2;5,235224952E1;4,902944347E0;1,357018240E1;5,242206097E0;1,742435150E2;1,513644218E1;0,000000000E0
1,465196708E2;5,235218642E1;4,902957854E0;1,297702930E1;5,490706444E0;1,755633698E2;1,387972069E1;0,000000000E0
1,475157265E2;5,235212376E1;4,902967714E0;1,231378232E1;5,417173862E0;1,777779541E2;1,498413467E1;0,000000000E0
1,485152609E2;5,235206601E1;4,902972073E0;1,243215785E1;5,198369503E0;1,807740479E2;1,315253067E1;0,000000000E0
1,495159083E2;5,235200878E1;4,902983315E0;1,243669911E1;4,877008438E0;1,721665344E2;1,284989548E1;0,000000000E0
1,505133099E2;5,235195218E1;4,902986153E0;1,257658122E1;5,480653286E0;1,751100006E2;1,080230618E1;0,000000000E0
1,515106448E2;5,235189464E1;4,902997036E0;1,248469172E1;6,038480759E0;1,705943756E2;1,265254211E1;0,000000000E0
1,525149781E2;5,235183711E1;4,903015825E0;1,215191335E1;5,669324398E0;1,651378326E2;1,289934826E1;0,000000000E0
1,535154031E2;5,235178925E1;4,903036537E0;1,216365284E1;5,133977890E0;1,622275238E2;1,465964508E1;0,000000000E0
1,545433219E2;5,235174388E1;4,903053539E0;1,227066010E1;4,827952385E0;1,636836853E2;1,397415066E1;0,000000000E0
1,555162245E2;5,235169650E1;4,903068887E0;1,229151877E1;5,216269493E0;1,671079559E2;1,412666607E1;0,000000000E0
1,565165854E2;5,235164658E1;4,903089318E0;1,223911038E1;5,709554195E0;1,635532837E2;1,404749012E1;0,000000000E0
1,575182156E2;5,235159647E1;4,903110869E0;1,214189460E1;5,377623081E0;1,623995209E2;1,430929852E1;0,000000000E0
1,585188870E2;5,235154415E1;4,903135269E0;1,210873628E1;5,457406044E0;1,630804138E2;1,597406006E1;0,000000000E0
1,595106453E2;5,235149262E1;4,903170493E0;1,209690304E1;5,720881939E0;1,612168274E2;1,172128010E1;0,000000000E0
1,605161156E2;5,235144259E1;4,903201955E0;1,198357760E1;6,014229298E0;1,640825806E2;8,930248260E0;0,000000000E0
1,615143422E2;5,235139230E1;4,903229404E0;1,190377541E1;5,647137642E0;1,632990723E2;1,084489155E1;0,000000000E0
1,625232510E2;5,235134600E1;4,903252855E0;1,188713698E1;4,966824055E0;1,622948303E2;1,191616154E1;0,000000000E0
1,635350896E2;5,235129743E1;4,903271017E0;1,168035016E1;5,283485889E0;1,677366791E2;1,195895576E1;0,000000000E0
1,645154260E2;5,235124663E1;4,903290769E0;1,142771417E1;5,589585781E0;1,646197205E2;1,309020233E1;0,000000000E0
1,655454666E2;5,235119566E1;4,903313087E0;1,125156645E1;5,496754646E0;1,659836273E2;1,244628811E1;0,000000000E0
1,665123630E2;5,235114824E1;4,903333941E0;1,105813606E1;5,128037453E0;1,639274292E2;1,391838455E1;0,000000000E0
1,675144797E2;5,235109896E1;4,903352357E0;1,080556994E1;5,488670349E0;1,657611389E2;1,320301151E1;0,000000000E0
1,685205682E2;5,235105038E1;4,903368879E0;1,076154304E1;5,564844131E0;1,667487793E2;1,366340733E1;0,000000000E0
1,695165890E2;5,235099928E1;4,903380238E0;1,079446882E1;5,520958900E0;1,664779663E2;1,484525299E1;0,000000000E0
1,705157338E2;5,235095081E1;4,903395889E0;1,097857906E1;5,453580379E0;1,670637665E2;1,262211418E1;0,000000000E0
1,715107515E2;5,235090105E1;4,903407451E0;1,111744994E1;5,222033501E0;1,673581390E2;1,313462067E1;0,000000000E0
1,725417411E2;5,235085341E1;4,903415886E0;1,117338769E1;5,012689114E0;1,686104279E2;1,317305279E1;0,000000000E0
1,735092140E2;5,235080465E1;4,903426723E0;1,125980845E1;5,257353306E0;1,688238831E2;1,374515915E1;0,000000000E0
1,745135995E2;5,235075523E1;4,903437873E0;1,142232055E1;5,293442249E0;1,677167358E2;1,314658165E1;0,000000000E0
1,755186291E2;5,235070689E1;4,903451792E0;1,171151162E1;5,278712749E0;1,669211884E2;1,368704319E1;0,000000000E0
1,765510729E2;5,235065919E1;4,903466732E0;1,196621442E1;5,037224293E0;1,637022095E2;1,370795155E1;0,000000000E0
1,775169271E2;5,235061346E1;4,903486045E0;1,196249437E1;4,873344898E0;1,635005188E2;1,431866550E1;0,000000000E0
1,785166437E2;5,235056498E1;4,903507448E0;1,206648991E1;5,158380032E0;1,638582153E2;1,421544838E1;0,000000000E0
1,795183942E2;5,235051193E1;4,903528653E0;1,228333154E1;5,412114620E0;1,656869659E2;1,438174629E1;0,000000000E0
1,805165140E2;5,235046225E1;4,903542550E0;1,249925862E1;5,317545414E0;1,688388977E2;1,497542763E1;0,000000000E0
1,815175317E2;5,235042614E1;4,903561773E0;1,237008398E1;4,590180874E0;1,654916687E2;1,357361126E1;0,000000000E0
1,825171927E2;5,235038030E1;4,903576392E0;1,211244118E1;4,984373569E0;1,656930695E2;1,372008324E1;0,000000000E0
1,835253833E2;5,235033123E1;4,903591207E0;1,169677878E1;5,342661858E0;1,708191528E2;1,572743797E1;0,000000000E0
1,845166843E2;5,235028486E1;4,903608368E0;1,161965498E1;5,114654064E0;1,693130493E2;1,430379677E1;0,000000000E0
1,855158916E2;5,235023873E1;4,903628775E0;1,145615661E1;5,360214233E0;1,664154053E2;1,613938713E1;0,000000000E0
1,865216640E2;5,235019443E1;4,903645874E0;1,111046884E1;4,891752720E0;1,654835052E2;1,414615250E1;0,000000000E0
1,875504182E2;5,235015074E1;4,903660751E0;1,089296427E1;4,954965115E0;1,701635437E2;1,590165329E1;0,000000000E0
1,885467583E2;5,235010385E1;4,903673864E0;1,067537784E1;5,122538567E0;1,678067474E2;1,618455696E1;0,000000000E0
1,895487125E2;5,235005503E1;4,903691484E0;1,049464462E1;5,310512543E0;1,673481903E2;1,610956764E1;0,000000000E0
1,905193896E2;5,235000615E1;4,903707469E0;1,026300392E1;5,100748539E0;1,670905304E2;1,459593678E1;0,000000000E0
1,915441448E2;5,234995998E1;4,903726253E0;1,022951931E1;4,953760624E0;1,679936981E2;1,630545425E1;0,000000000E0
1,925470802E2;5,234991649E1;4,903742055E0;1,026194937E1;4,810595512E0;1,687961121E2;1,622863579E1;0,000000000E0
1,935151307E2;5,234987300E1;4,903758721E0;1,040961602E1;4,691100121E0;1,667635651E2;1,438301182E1;0,000000000E0
1,945165609E2;5,234983046E1;4,903778049E0;1,046537898E1;4,783747673E0;1,643075867E2;1,413818455E1;0,000000000E0
1,955159734E2;5,234978878E1;4,903799774E0;1,081221714E1;4,739995480E0;1,631839752E2;1,418982315E1;0,000000000E0
1,965472771E2;5,234974350E1;4,903820307E0;1,110145940E1;4,781787395E0;1,655526428E2;1,411731148E1;0,000000000E0
1,975441687E2;5,234969787E1;4,903838880E0;1,140309018E1;4,715489864E0;1,664143524E2;1,394744396E1;0,000000000E0
1,985469635E2;5,234965333E1;4,903853031E0;1,160601281E1;4,598536015E0;1,684374847E2;1,378701115E1;0,000000000E0
1,995116760E2;5,234961156E1;4,903865987E0;1,158877279E1;4,122209072E0;1,663668976E2;1,409389973E1;0,000000000E0
2,005197823E2;5,234957293E1;4,903877815E0;1,167700629E1;4,116343021E0;1,688621521E2;1,391013241E1;0,000000000E0
2,015194922E2;5,234953503E1;4,903887882E0;1,164727300E1;4,120845795E0;1,701282654E2;1,414445114E1;0,000000000E0
2,025152078E2;5,234949946E1;4,903899565E0;1,180127255E1;3,789967060E0;1,652612610E2;1,446374702E1;0,000000000E0
2,035152437E2;5,234946283E1;4,903910920E0;1,183179271E1;4,082174778E0;1,716929626E2;1,446143436E1;0,000000000E0
2,045487609E2;5,234942753E1;4,903920799E0;1,167012252E1;3,881694078E0;1,711871796E2;1,452158833E1;0,000000000E0
2,055155140E2;5,234939435E1;4,903930184E0;1,145907352E1;3,604896545E0;1,702221069E2;1,518855667E1;0,000000000E0
2,065484609E2;5,234936367E1;4,903936443E0;1,120343692E1;3,342860937E0;1,761545563E2;1,554490471E1;0,000000000E0
2,075118380E2;5,234933445E1;4,903948997E0;1,096389680E1;3,094465494E0;1,719276886E2;1,509377956E1;0,000000000E0
2,085106135E2;5,234930550E1;4,903960210E0;1,074275131E1;2,985401154E0;1,698012543E2;1,499981403E1;0,000000000E0
2,095195890E2;5,234927598E1;4,903971153E0;1,051437712E1;3,180830002E0;1,737192383E2;1,492941666E1;0,000000000E0
2,105137776E2;5,234924605E1;4,903986407E0;1,045091260E1;3,150553942E0;1,700133820E2;1,660748672E1;0,000000000E0
2,115093812E2;5,234921120E1;4,904005901E0;1,056642507E1;3,773861170E0;1,669241333E2;1,419597054E1;0,000000000E0
2,125184729E2;5,234917682E1;4,904025733E0;1,081783572E1;3,786344290E0;1,670487976E2;1,229939079E1;0,000000000E0
2,135510734E2;5,234914742E1;4,904040590E0;1,070412025E1;3,299381495E0;1,645003204E2;1,184414959E1;0,000000000E0
2,145503739E2;5,234911989E1;4,904052394E0;1,058345427E1;3,029924631E0;1,663267212E2;1,202476120E1;0,000000000E0
2,155448593E2;5,234909181E1;4,904063522E0;1,066901996E1;3,212715626E0;1,671134033E2;1,256322289E1;0,000000000E0
2,165465536E2;5,234906445E1;4,904072783E0;1,065586521E1;3,554259300E0;1,668699646E2;1,109264565E1;0,000000000E0
2,175128125E2;5,234903336E1;4,904080591E0;1,105268570E1;3,351518869E0;1,673762360E2;1,144194889E1;0,000000000E0
2,185469916E2;5,234900222E1;4,904086135E0;1,165843593E1;3,326986551E0;1,700968628E2;1,113124466E1;0,000000000E0
2,195301328E2;5,234897712E1;4,904085614E0;1,188232268E1;3,276777744E0;1,703208008E2;1,144503117E1;0,000000000E0
2,205159047E2;5,234894696E1;4,904085560E0;1,199193172E1;3,359870672E0;1,699522400E2;1,043033600E1;0,000000000E0
2,215175875E2;5,234891734E1;4,904091043E0;1,189424578E1;3,346611977E0;1,682761383E2;9,784411430E0;0,000000000E0
2,225079781E2;5,234888574E1;4,904101924E0;1,212589259E1;3,669413090E0;1,655406342E2;1,060188103E1;0,000000000E0
2,235228229E2;5,234885215E1;4,904114287E0;1,203562829E1;3,851432562E0;1,684758606E2;1,073772526E1;0,000000000E0
2,245457234E2;5,234881503E1;4,904126212E0;1,209975569E1;4,168453693E0;1,685205841E2;1,075000763E1;0,000000000E0
2,255464057E2;5,234877499E1;4,904140345E0;1,223534970E1;4,379195690E0;1,670304565E2;1,177877903E1;0,000000000E0
2,265554020E2;5,234872881E1;4,904156160E0;1,230721391E1;5,159519672E0;1,664018707E2;1,156897926E1;0,000000000E0
2,275502239E2;5,234868363E1;4,904175461E0;1,260077581E1;5,088013172E0;1,670470734E2;1,122978210E1;0,000000000E0
2,285176724E2;5,234863620E1;4,904193143E0;1,275799134E1;5,318711281E0;1,679850464E2;1,148701572E1;0,000000000E0
2,295131770E2;5,234858486E1;4,904208893E0;1,299956695E1;5,465017796E0;1,705088959E2;1,101278400E1;0,000000000E0
2,305175406E2;5,234853094E1;4,904225899E0;1,317565768E1;5,569773674E0;1,701546173E2;1,450584888E1;0,000000000E0
2,315504869E2;5,234847568E1;4,904246538E0;1,340908961E1;5,754174232E0;1,683550110E2;1,443585205E1;0,000000000E0
2,325459432E2;5,234841445E1;4,904267460E0;1,359810439E1;6,124239445E0;1,689029388E2;1,351153469E1;0,000000000E0
2,335099073E2;5,234835878E1;4,904289155E0;1,379834474E1;5,914584160E0;1,670342102E2;1,328394604E1;0,000000000E0
2,345503401E2;5,234830602E1;4,904309327E0;1,398642815E1;5,819031239E0;1,676588745E2;1,612091255E1;0,000000000E0
2,355130729E2;5,234825869E1;4,904328013E0;1,423375792E1;5,670436382E0;1,665504608E2;1,573069763E1;0,000000000E0
