"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
6,030029010E1;-4,213795185E0;-1,723825216E0;7,948749542E0
6,130029010E1;-1,302445769E0;3,792415380E0;7,153874874E0
6,230029010E1;-2,221819162E0;3,639186621E0;8,427590370E0
6,330029010E1;-2,681505919E0;3,945644379E0;8,743624687E0
6,430029010E1;-1,608903527E0;3,945644379E0;8,274360657E0
6,530029010E1;-8,427590132E-1;3,945644379E0;7,795520782E0
6,630029010E1;-7,661445439E-2;5,631162167E0;8,274360657E0
6,730029010E1;-7,661445439E-2;5,477933407E0;7,948749542E0
6,830029010E1;-6,895300746E-1;5,018246651E0;8,274360657E0
6,930029010E1;3,830722570E-1;5,171475887E0;8,906430244E0
7,030029010E1;2,298433632E-1;5,631162167E0;7,948749542E0
7,130029010E1;-6,895300746E-1;5,171475887E0;7,795520782E0
7,230029010E1;3,830722570E-1;5,324704647E0;8,274360657E0
7,330029010E1;-7,661445439E-2;5,171475887E0;8,427590370E0
7,430029010E1;-7,661445439E-2;5,477933407E0;8,111555099E0
7,530029010E1;7,661445439E-2;5,171475887E0;8,111555099E0
7,630029010E1;-7,661445439E-2;5,018246651E0;8,427590370E0
7,730029010E1;-3,447650433E0;2,260126352E0;9,069235802E0
7,830029010E1;1,149216771E0;1,953668594E0;6,837840080E0
7,930029010E1;-1,915361404E0;3,945644379E0;9,385271072E0
8,030029010E1;9,959878922E-1;3,485957623E0;9,701305389E0
8,130029010E1;5,363011956E-1;5,477933407E0;7,469909191E0
8,230029010E1;3,830722570E-1;4,865017891E0;8,111555099E0
8,330029010E1;-5,363011956E-1;5,171475887E0;1,081221485E1
8,430029010E1;-2,987963676E0;2,873042107E0;1,113782597E1
8,530029010E1;-1,455674648E0;2,873042107E0;9,864110947E0
8,630029010E1;-6,895300746E-1;4,558559895E0;9,069235802E0
8,730029010E1;-7,661445439E-2;4,558559895E0;8,111555099E0
8,830029010E1;3,830722570E-1;5,018246651E0;7,316680431E0
8,930029010E1;-7,661445439E-2;5,171475887E0;7,469909191E0
9,030029010E1;5,363011956E-1;6,090848923E0;5,726930618E0
9,130029010E1;-2,221819162E0;3,332728863E0;1,049618053E1
9,230029010E1;-3,294421434E0;2,566584110E0;1,081221485E1
9,330029010E1;-2,221819162E0;2,566584110E0;7,632715225E0
9,430029010E1;-1,302445769E0;4,711789131E0;7,948749542E0
9,530029010E1;-1,149216771E0;5,324704647E0;6,837840080E0
9,630029010E1;2,298433632E-1;3,792415380E0;8,906430244E0
9,730029010E1;-2,528276920E0;3,026270866E0;9,538499832E0
9,830029010E1;-9,959878922E-1;1,800439715E0;1,001733971E1
9,930029010E1;-2,298433632E-1;1,493981838E0;9,069235802E0
1,003002901E2;-9,959878922E-1;2,719813108E0;1,081221485E1
1,013002901E2;-2,375048161E0;3,485957623E0;8,906430244E0
1,023002901E2;-7,661445439E-2;4,405331135E0;7,948749542E0
1,033002901E2;-2,298433632E-1;4,865017891E0;8,274360657E0
1,043002901E2;5,363011956E-1;3,792415380E0;9,385271072E0
1,053002901E2;-7,661445439E-2;4,098873138E0;7,795520782E0
1,063002901E2;3,830722570E-1;4,558559895E0;8,743624687E0
1,073002901E2;-5,363011956E-1;3,945644379E0;8,743624687E0
1,083002901E2;-1,915361404E0;3,485957623E0;9,701305389E0
1,093002901E2;-2,298433632E-1;4,405331135E0;8,590395927E0
1,103002901E2;-9,959878922E-1;4,098873138E0;8,743624687E0
1,113002901E2;-7,661445439E-2;4,098873138E0;8,427590370E0
1,123002901E2;1,455674648E0;3,792415380E0;9,069235802E0
1,133002901E2;-2,068590164E0;4,405331135E0;9,385271072E0
1,143002901E2;-2,298433632E-1;5,631162167E0;8,111555099E0
1,153002901E2;5,363011956E-1;5,018246651E0;8,111555099E0
1,163002901E2;9,959878922E-1;2,106897593E0;8,427590370E0
1,173002901E2;-6,895300746E-1;3,179499865E0;9,385271072E0
1,183002901E2;-1,149216771E0;3,179499865E0;8,111555099E0
1,193002901E2;-3,447650433E0;2,873042107E0;1,034295177E1
1,203002901E2;-1,455674648E0;3,945644379E0;8,743624687E0
1,213002901E2;-7,661445439E-2;2,413355350E0;8,274360657E0
1,223002901E2;-7,661445439E-2;2,873042107E0;9,538499832E0
1,233002901E2;-3,830722570E-1;3,792415380E0;8,274360657E0
1,243002901E2;-1,608903527E0;4,252102375E0;9,538499832E0
1,253002901E2;-8,427590132E-1;3,945644379E0;6,675034523E0
1,263002901E2;7,661445439E-2;3,179499865E0;8,743624687E0
1,273002901E2;5,363011956E-1;3,026270866E0;1,001733971E1
1,283002901E2;3,830722570E-1;3,639186621E0;9,864110947E0
1,293002901E2;-1,608903527E0;1,800439715E0;1,097502041E1
1,303002901E2;-8,427590132E-1;1,800439715E0;7,795520782E0
1,313002901E2;-5,363011956E-1;2,566584110E0;7,795520782E0
1,323002901E2;-2,298433632E-1;1,800439715E0;1,049618053E1
1,333002901E2;-6,895300746E-1;2,106897593E0;8,743624687E0
1,343002901E2;-1,608903527E0;1,340752959E0;9,222464561E0
1,353002901E2;-2,528276920E0;1,340752959E0;1,081221485E1
1,363002901E2;-1,455674648E0;2,873042107E0;1,081221485E1
1,373002901E2;-9,959878922E-1;3,026270866E0;7,153874874E0
1,383002901E2;7,661445439E-2;2,106897593E0;1,001733971E1
1,393002901E2;-1,608903527E0;2,106897593E0;1,097502041E1
1,403002901E2;-2,068590164E0;2,566584110E0;9,538499832E0
1,413002901E2;-1,762132406E0;2,719813108E0;9,538499832E0
1,423002901E2;-3,830722570E-1;1,953668594E0;8,906430244E0
1,433002901E2;2,298433632E-1;2,413355350E0;9,701305389E0
1,443002901E2;-8,427590132E-1;2,413355350E0;7,469909191E0
1,453002901E2;-1,762132406E0;4,405331135E0;8,906430244E0
1,463002901E2;1,608903527E0;2,719813108E0;1,001733971E1
1,473002901E2;2,298433632E-1;2,413355350E0;9,385271072E0
1,483002901E2;-7,661445439E-2;2,106897593E0;1,097502041E1
1,493002901E2;-1,149216771E0;2,719813108E0;9,222464561E0
1,503002901E2;-8,427590132E-1;3,945644379E0;7,795520782E0
1,513002901E2;2,298433632E-1;2,413355350E0;8,743624687E0
1,523002901E2;5,363011956E-1;2,873042107E0;9,701305389E0
1,533002901E2;-7,661445439E-2;3,485957623E0;1,001733971E1
1,543002901E2;-1,762132406E0;3,179499865E0;1,001733971E1
1,553002901E2;-2,298433632E-1;3,332728863E0;8,906430244E0
1,563002901E2;1,149216771E0;3,179499865E0;9,385271072E0
1,573002901E2;-1,302445769E0;2,260126352E0;8,743624687E0
1,583002901E2;-2,298433632E-1;2,719813108E0;8,427590370E0
1,593002901E2;5,363011956E-1;1,647210717E0;8,906430244E0
1,603002901E2;-9,959878922E-1;2,566584110E0;1,018014526E1
1,613002901E2;-9,959878922E-1;2,260126352E0;1,034295177E1
1,623002901E2;2,298433632E-1;1,953668594E0;9,069235802E0
1,633002901E2;-3,830722570E-1;2,260126352E0;9,222464561E0
1,643002901E2;-2,068590164E0;1,800439715E0;8,743624687E0
1,653002901E2;7,661445439E-2;1,647210717E0;1,081221485E1
1,663002901E2;9,959878922E-1;1,953668594E0;1,018014526E1
1,673002901E2;-1,608903527E0;2,106897593E0;9,538499832E0
1,683002901E2;-1,302445769E0;2,719813108E0;8,427590370E0
1,693002901E2;7,661445439E-2;8,810662031E-1;1,272757626E1
1,703002901E2;-7,661445439E-2;2,260126352E0;9,538499832E0
1,713002901E2;-1,762132406E0;2,260126352E0;9,701305389E0
1,723002901E2;-6,895300746E-1;1,493981838E0;1,193270111E1
1,733002901E2;6,895300746E-1;2,413355350E0;1,049618053E1
1,743002901E2;5,363011956E-1;2,566584110E0;9,069235802E0
1,753002901E2;-1,608903527E0;2,106897593E0;8,906430244E0
1,763002901E2;-1,302445769E0;3,332728863E0;9,701305389E0
1,773002901E2;3,830722570E-1;2,106897593E0;9,222464561E0
1,783002901E2;9,959878922E-1;1,953668594E0;1,034295177E1
1,793002901E2;-6,895300746E-1;2,566584110E0;8,274360657E0
1,803002901E2;-5,363011956E-1;3,792415380E0;6,521805286E0
1,813002901E2;8,427590132E-1;2,719813108E0;7,795520782E0
1,823002901E2;8,427590132E-1;2,260126352E0;8,906430244E0
1,833002901E2;-7,661445439E-2;2,873042107E0;7,632715225E0
1,843002901E2;-1,915361404E0;2,719813108E0;9,864110947E0
1,853002901E2;-6,895300746E-1;3,179499865E0;9,864110947E0
1,863002901E2;6,895300746E-1;4,098873138E0;8,274360657E0
1,873002901E2;-7,661445439E-2;3,639186621E0;1,081221485E1
1,883002901E2;-1,762132406E0;3,485957623E0;9,222464561E0
1,893002901E2;-6,895300746E-1;2,873042107E0;1,065898609E1
1,903002901E2;3,830722570E-1;2,413355350E0;9,069235802E0
1,913002901E2;1,149216771E0;3,179499865E0;1,018014526E1
1,923002901E2;-7,661445439E-2;2,566584110E0;9,538499832E0
1,933002901E2;-1,455674648E0;3,026270866E0;9,222464561E0
1,943002901E2;-6,895300746E-1;3,179499865E0;7,153874874E0
1,953002901E2;-1,302445769E0;3,792415380E0;1,034295177E1
1,963002901E2;-9,959878922E-1;3,332728863E0;9,222464561E0
1,973002901E2;5,363011956E-1;3,026270866E0;7,153874874E0
1,983002901E2;3,830722570E-1;3,026270866E0;8,427590370E0
1,993002901E2;1,762132406E0;4,865017891E0;8,906430244E0
2,003002901E2;1,302445769E0;3,026270866E0;9,538499832E0
2,013002901E2;-1,302445769E0;3,639186621E0;1,081221485E1
2,023002901E2;-7,661445439E-2;3,179499865E0;1,527500725E1
2,033002901E2;-7,661445439E-2;3,332728863E0;1,049618053E1
2,043002901E2;6,895300746E-1;3,026270866E0;1,001733971E1
2,053002901E2;-7,661445439E-2;2,873042107E0;6,205770969E0
2,063002901E2;-2,298433632E-1;2,413355350E0;9,069235802E0
2,073002901E2;-7,661445439E-2;2,413355350E0;1,113782597E1
2,083002901E2;-2,375048161E0;3,179499865E0;1,256477070E1
2,093002901E2;-1,762132406E0;1,800439715E0;1,001733971E1
2,103002901E2;7,661445439E-2;1,647210717E0;6,205770969E0
2,113002901E2;-7,661445439E-2;1,647210717E0;8,427590370E0
2,123002901E2;5,363011956E-1;1,034295082E0;1,081221485E1
2,133002901E2;-2,068590164E0;2,681505978E-1;9,222464561E0
2,143002901E2;-1,302445769E0;1,149216816E-1;1,065898609E1
2,153002901E2;-7,661445439E-2;4,213795066E-1;8,274360657E0
2,163002901E2;-7,661445439E-2;3,026270866E0;6,837840080E0
2,173002901E2;5,363011956E-1;5,018246651E0;8,590395927E0
2,183002901E2;-8,427590132E-1;5,171475887E0;7,316680431E0
2,193002901E2;-3,830722570E-1;5,018246651E0;7,000645638E0
2,203002901E2;7,661445439E-2;4,865017891E0;4,769249916E0
2,213002901E2;-9,959878922E-1;2,719813108E0;7,795520782E0
2,223002901E2;5,363011956E-1;4,865017891E0;7,632715225E0
2,233002901E2;-5,363011956E-1;3,639186621E0;9,222464561E0
2,243002901E2;7,661445439E-2;4,711789131E0;7,316680431E0
2,253002901E2;3,830722570E-1;4,098873138E0;8,590395927E0
2,263002901E2;6,895300746E-1;3,332728863E0;1,081221485E1
2,273002901E2;3,830722570E-1;5,018246651E0;8,427590370E0
2,283002901E2;-8,427590132E-1;4,711789131E0;6,358999729E0
2,293002901E2;5,363011956E-1;3,639186621E0;1,129105568E1
2,303002901E2;2,298433632E-1;3,945644379E0;8,906430244E0
2,313002901E2;-1,608903527E0;3,332728863E0;7,948749542E0
2,323002901E2;-7,661445439E-2;3,945644379E0;9,701305389E0
2,333002901E2;9,959878922E-1;3,639186621E0;8,111555099E0
2,343002901E2;-8,427590132E-1;3,026270866E0;7,795520782E0
2,353002901E2;2,298433632E-1;3,179499865E0;8,274360657E0
2,363002901E2;1,302445769E0;3,179499865E0;9,069235802E0
2,373002901E2;-8,427590132E-1;2,719813108E0;9,069235802E0
2,383002901E2;1,149216771E0;2,260126352E0;8,906430244E0
2,393002901E2;-3,830722570E-1;2,873042107E0;1,208592987E1
2,403002901E2;-9,959878922E-1;2,873042107E0;1,034295177E1
2,413002901E2;1,608903527E0;2,873042107E0;8,590395927E0
2,423002901E2;3,830722570E-1;2,566584110E0;1,304361057E1
2,433002901E2;-8,427590132E-1;3,026270866E0;8,427590370E0
2,443002901E2;3,830722570E-1;3,026270866E0;1,001733971E1
2,453002901E2;3,830722570E-1;2,413355350E0;1,208592987E1
2,463002901E2;-7,661445439E-2;4,865017891E0;8,590395927E0
2,473002901E2;-1,149216771E0;3,792415380E0;8,427590370E0
2,483002901E2;7,661445439E-2;3,792415380E0;9,864110947E0
2,493002901E2;8,427590132E-1;2,719813108E0;1,001733971E1
2,503002901E2;1,149216771E0;2,719813108E0;1,034295177E1
2,513002901E2;-3,830722570E-1;3,792415380E0;1,034295177E1
2,523002901E2;-1,302445769E0;2,873042107E0;7,632715225E0
2,533002901E2;-8,427590132E-1;2,566584110E0;8,427590370E0
2,543002901E2;-1,302445769E0;2,719813108E0;9,222464561E0
2,553002901E2;5,363011956E-1;3,332728863E0;8,427590370E0
2,563002901E2;9,959878922E-1;3,179499865E0;9,538499832E0
2,573002901E2;1,302445769E0;4,098873138E0;8,906430244E0
2,583002901E2;9,959878922E-1;3,485957623E0;1,049618053E1
2,593002901E2;5,363011956E-1;3,485957623E0;7,795520782E0
2,603002901E2;3,830722570E-1;3,026270866E0;8,743624687E0
2,613002901E2;-6,895300746E-1;2,719813108E0;8,111555099E0
2,623002901E2;-6,895300746E-1;3,026270866E0;8,590395927E0
2,633002901E2;-1,455674648E0;3,485957623E0;8,590395927E0
2,643002901E2;-1,455674648E0;3,026270866E0;8,906430244E0
2,653002901E2;-1,149216771E0;2,719813108E0;8,743624687E0
2,663002901E2;-8,427590132E-1;3,179499865E0;9,385271072E0
2,673002901E2;1,302445769E0;2,566584110E0;8,906430244E0
2,683002901E2;2,298433632E-1;2,413355350E0;1,001733971E1
2,693002901E2;3,830722570E-1;2,413355350E0;9,701305389E0
2,703002901E2;8,427590132E-1;2,566584110E0;9,222464561E0
2,713002901E2;8,427590132E-1;3,179499865E0;9,222464561E0
2,723002901E2;5,363011956E-1;2,566584110E0;8,111555099E0
2,733002901E2;9,959878922E-1;3,485957623E0;7,948749542E0
2,743002901E2;9,959878922E-1;2,719813108E0;9,864110947E0
2,753002901E2;6,895300746E-1;2,566584110E0;1,001733971E1
2,763002901E2;-7,661445439E-2;2,719813108E0;9,538499832E0
2,773002901E2;7,661445439E-2;2,719813108E0;9,538499832E0
2,783002901E2;5,363011956E-1;2,413355350E0;7,316680431E0
2,793002901E2;-7,661445439E-2;1,953668594E0;1,383848572E1
2,803002901E2;1,149216771E0;2,260126352E0;8,590395927E0
2,813002901E2;5,363011956E-1;3,639186621E0;8,111555099E0
2,823002901E2;1,455674648E0;3,179499865E0;8,743624687E0
2,833002901E2;-5,363011956E-1;2,260126352E0;1,113782597E1
2,843002901E2;9,959878922E-1;3,179499865E0;8,590395927E0
2,853002901E2;7,661445439E-2;2,260126352E0;1,193270111E1
2,863002901E2;-1,149216771E0;2,873042107E0;9,385271072E0
2,873002901E2;-2,375048161E0;2,566584110E0;1,160709000E1
2,883002901E2;-9,959878922E-1;3,179499865E0;8,427590370E0
2,893002901E2;-7,661445439E-2;2,413355350E0;7,948749542E0
2,903002901E2;2,221819162E0;3,026270866E0;6,521805286E0
2,913002901E2;5,363011956E-1;2,413355350E0;1,272757626E1
2,923002901E2;6,895300746E-1;3,332728863E0;8,274360657E0
2,933002901E2;-7,661445439E-2;3,332728863E0;6,205770969E0
2,943002901E2;-5,363011956E-1;6,856993675E0;3,974374771E0
2,953002901E2;-7,661445439E-2;4,558559895E0;6,521805286E0
2,963002901E2;6,895300746E-1;3,026270866E0;8,590395927E0
2,973002901E2;9,959878922E-1;3,485957623E0;1,018014526E1
2,983002901E2;2,068590164E0;4,711789131E0;8,274360657E0
2,993002901E2;7,661445439E-2;2,413355350E0;1,097502041E1
3,003002901E2;-6,895300746E-1;4,558559895E0;7,153874874E0
3,013002901E2;-1,302445769E0;4,865017891E0;8,427590370E0
3,023002901E2;-8,427590132E-1;6,244078159E0;1,018014526E1
3,033002901E2;3,830722570E-1;5,784391403E0;7,795520782E0
3,043002901E2;9,959878922E-1;5,631162167E0;6,837840080E0
3,053002901E2;1,149216771E0;5,477933407E0;6,837840080E0
3,063002901E2;5,363011956E-1;5,171475887E0;9,538499832E0
3,073002901E2;8,427590132E-1;6,550535679E0;7,795520782E0
3,083002901E2;1,455674648E0;4,865017891E0;8,906430244E0
3,093002901E2;1,455674648E0;4,558559895E0;7,000645638E0
3,103002901E2;1,762132406E0;3,945644379E0;1,160709000E1
3,113002901E2;2,221819162E0;5,171475887E0;7,795520782E0
3,123002901E2;6,895300746E-1;4,865017891E0;9,701305389E0
3,133002901E2;8,427590132E-1;4,558559895E0;9,385271072E0
3,143002901E2;-9,959878922E-1;5,937620163E0;7,000645638E0
3,153002901E2;-3,830722570E-1;6,090848923E0;7,153874874E0
3,163002901E2;-2,298433632E-1;6,856993675E0;7,000645638E0
3,173002901E2;-5,363011956E-1;7,776367188E0;7,000645638E0
3,183002901E2;7,661445439E-2;7,316680431E0;7,153874874E0
3,193002901E2;3,830722570E-1;5,477933407E0;9,069235802E0
3,203002901E2;1,455674648E0;4,865017891E0;7,948749542E0
3,213002901E2;7,661445439E-2;4,711789131E0;1,081221485E1
3,223002901E2;2,375048161E0;3,485957623E0;7,316680431E0
3,233002901E2;3,830722570E-1;4,558559895E0;7,000645638E0
3,243002901E2;1,149216771E0;5,324704647E0;8,274360657E0
3,253002901E2;5,363011956E-1;3,639186621E0;7,153874874E0
3,263002901E2;-2,681505919E0;4,865017891E0;1,463336086E1
3,273002901E2;-9,959878922E-1;1,647210717E0;3,974374771E0
3,283002901E2;-7,661445439E-2;1,034295082E0;8,274360657E0
3,293002901E2;-6,895300746E-1;1,340752959E0;7,153874874E0
3,303002901E2;-2,298433632E-1;1,340752959E0;1,160709000E1
3,313002901E2;-7,661445439E-2;3,026270866E0;1,081221485E1
3,323002901E2;3,830722570E-1;5,171475887E0;1,065898609E1
3,333002901E2;8,427590132E-1;2,719813108E0;7,316680431E0
3,343002901E2;-6,895300746E-1;1,340752959E0;8,590395927E0
3,353002901E2;-5,363011956E-1;1,953668594E0;7,948749542E0
3,363002901E2;-2,298433632E-1;2,413355350E0;9,222464561E0
3,373002901E2;2,298433632E-1;1,340752959E0;1,176989555E1
3,383002901E2;9,959878922E-1;1,800439715E0;1,081221485E1
3,393002901E2;-1,455674648E0;2,106897593E0;9,222464561E0
3,403002901E2;-6,895300746E-1;1,493981838E0;9,538499832E0
3,413002901E2;2,298433632E-1;2,106897593E0;9,385271072E0
3,423002901E2;2,298433632E-1;1,493981838E0;8,274360657E0
3,433002901E2;1,302445769E0;1,800439715E0;9,069235802E0
3,443002901E2;-2,528276920E0;2,260126352E0;1,065898609E1
3,453002901E2;-2,298433632E-1;3,639186621E0;9,069235802E0
3,463002901E2;9,959878922E-1;5,018246651E0;8,111555099E0
3,473002901E2;1,608903527E0;3,026270866E0;7,795520782E0
3,483002901E2;7,661445439E-2;2,566584110E0;9,701305389E0
3,493002901E2;-2,681505919E0;3,945644379E0;1,049618053E1
3,503002901E2;3,830722570E-1;4,098873138E0;9,701305389E0
3,513002901E2;5,363011956E-1;5,018246651E0;9,864110947E0
3,523002901E2;7,661445439E-2;4,098873138E0;9,385271072E0
3,533002901E2;-9,959878922E-1;3,332728863E0;8,906430244E0
3,543002901E2;-6,895300746E-1;3,179499865E0;7,469909191E0
3,553002901E2;3,830722570E-1;3,639186621E0;7,000645638E0
3,563002901E2;3,830722570E-1;3,026270866E0;9,385271072E0
3,573002901E2;5,363011956E-1;2,719813108E0;1,001733971E1
3,583002901E2;-5,363011956E-1;2,873042107E0;7,948749542E0
3,593002901E2;3,830722570E-1;5,018246651E0;7,795520782E0
3,603002901E2;9,959878922E-1;3,485957623E0;7,948749542E0
3,613002901E2;6,895300746E-1;3,485957623E0;8,427590370E0
3,623002901E2;-1,149216771E0;2,873042107E0;1,034295177E1
3,633002901E2;-3,830722570E-1;2,719813108E0;7,316680431E0
3,643002901E2;1,149216771E0;2,566584110E0;8,427590370E0
3,653002901E2;6,895300746E-1;3,179499865E0;9,222464561E0
3,663002901E2;6,895300746E-1;6,703764915E0;7,795520782E0
3,673002901E2;7,661445439E-2;5,784391403E0;7,000645638E0
3,683002901E2;-8,427590132E-1;5,631162167E0;9,385271072E0
3,693002901E2;2,068590164E0;5,171475887E0;7,469909191E0
3,703002901E2;9,959878922E-1;6,397306919E0;6,675034523E0
3,713002901E2;-5,363011956E-1;3,792415380E0;1,049618053E1
3,723002901E2;-6,895300746E-1;4,558559895E0;7,000645638E0
3,733002901E2;8,427590132E-1;3,945644379E0;7,795520782E0
3,743002901E2;1,915361404E0;3,945644379E0;5,726930618E0
3,753002901E2;2,298433632E-1;4,558559895E0;9,385271072E0
3,763002901E2;-1,149216771E0;4,558559895E0;8,906430244E0
3,773002901E2;8,427590132E-1;5,784391403E0;7,795520782E0
3,783002901E2;1,915361404E0;6,550535679E0;7,000645638E0
3,793002901E2;8,427590132E-1;5,937620163E0;6,521805286E0
3,803002901E2;-3,830722570E-1;4,711789131E0;6,205770969E0
3,813002901E2;-7,661445439E-2;4,711789131E0;8,743624687E0
3,823002901E2;1,455674648E0;3,945644379E0;1,018014526E1
3,833002901E2;1,302445769E0;4,405331135E0;7,000645638E0
3,843002901E2;1,149216771E0;5,937620163E0;7,948749542E0
3,853002901E2;-1,302445769E0;5,324704647E0;8,906430244E0
3,863002901E2;-7,661445439E-2;5,784391403E0;8,743624687E0
3,873002901E2;1,302445769E0;3,945644379E0;6,675034523E0
3,883002901E2;9,959878922E-1;4,558559895E0;7,632715225E0
3,893002901E2;-5,363011956E-1;5,324704647E0;8,427590370E0
3,903002901E2;-1,149216771E0;5,631162167E0;7,153874874E0
3,913002901E2;-2,298433632E-1;5,477933407E0;8,906430244E0
3,923002901E2;8,427590132E-1;4,098873138E0;9,069235802E0
3,933002901E2;9,959878922E-1;4,711789131E0;8,906430244E0
3,943002901E2;-8,427590132E-1;4,558559895E0;9,069235802E0
3,953002901E2;-2,068590164E0;5,171475887E0;9,701305389E0
3,963002901E2;3,830722570E-1;5,937620163E0;8,590395927E0
3,973002901E2;9,959878922E-1;4,558559895E0;8,274360657E0
3,983002901E2;5,363011956E-1;5,324704647E0;9,069235802E0
3,993002901E2;4,060565948E0;5,324704647E0;1,145386124E1
4,003002901E2;3,141192675E0;4,865017891E0;8,743624687E0
4,013002901E2;1,762132406E0;5,477933407E0;5,248090267E0
4,023002901E2;2,681505919E0;5,784391403E0;7,632715225E0
4,033002901E2;5,439626217E0;3,792415380E0;8,274360657E0
4,043002901E2;3,447650433E0;5,477933407E0;9,701305389E0
4,053002901E2;3,907337189E0;4,558559895E0;9,701305389E0
4,063002901E2;2,987963676E0;4,865017891E0;8,274360657E0
4,073002901E2;1,149216771E0;5,631162167E0;6,837840080E0
4,083002901E2;3,830722570E-1;4,865017891E0;7,000645638E0
4,093002901E2;1,608903527E0;5,631162167E0;6,675034523E0
4,103002901E2;2,068590164E0;6,550535679E0;7,153874874E0
4,113002901E2;1,762132406E0;4,252102375E0;8,590395927E0
4,123002901E2;2,375048161E0;3,332728863E0;9,538499832E0
4,133002901E2;2,221819162E0;6,090848923E0;7,469909191E0
4,143002901E2;1,455674648E0;6,856993675E0;5,564124584E0
4,153002901E2;-2,298433632E-1;5,171475887E0;7,469909191E0
4,163002901E2;7,661445439E-2;4,405331135E0;8,590395927E0
4,173002901E2;3,830722570E-1;6,550535679E0;6,837840080E0
4,183002901E2;5,363011956E-1;6,856993675E0;7,469909191E0
