Time (s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT)
1761,"2,812500000E1","6,875000000E-1","-3,943750000E1"
1762,"2,825000000E1","1,812500000E0","-3,893750000E1"
1763,"2,850000000E1","1,312500000E0","-3,925000000E1"
1764,"2,850000000E1","1,312500000E0","-3,887500000E1"
1765,"2,843750000E1","1,750000000E0","-3,850000000E1"
1766,"2,800000000E1","2,437500000E0","-3,906250000E1"
1767,"2,912500000E1","1,437500000E0","-3,943750000E1"
1768,"2,850000000E1","1,312500000E0","-3,906250000E1"
1769,"2,831250000E1","1,500000000E0","-3,943750000E1"
1770,"2,862500000E1","9,375000000E-1","-3,937500000E1"
1771,"2,825000000E1","1,812500000E0","-3,937500000E1"
1772,"2,875000000E1","1,312500000E0","-3,981250000E1"
1773,"2,875000000E1","1,750000000E0","-3,950000000E1"
1774,"2,875000000E1","2,125000000E0","-3,956250000E1"
1775,"2,856250000E1","1,625000000E0","-3,906250000E1"
1776,"2,893750000E1","1,250000000E0","-3,906250000E1"
1777,"2,856250000E1","1,750000000E0","-3,918750000E1"
1778,"2,856250000E1","1,125000000E0","-3,937500000E1"
1779,"2,843750000E1","1,500000000E0","-3,925000000E1"
1780,"2,843750000E1","1,125000000E0","-3,950000000E1"
1781,"2,856250000E1","2,062500000E0","-3,950000000E1"
1782,"2,887500000E1","1,937500000E0","-3,943750000E1"
1783,"2,881250000E1","1,875000000E0","-3,912500000E1"
1784,"2,893750000E1","2,062500000E0","-3,937500000E1"
1785,"2,887500000E1","1,750000000E0","-3,937500000E1"
1786,"2,887500000E1","1,500000000E0","-3,925000000E1"
1787,"2,906250000E1","1,750000000E0","-3,925000000E1"
1788,"2,812500000E1","1,562500000E0","-3,906250000E1"
1789,"2,925000000E1","1,125000000E0","-3,912500000E1"
1790,"2,875000000E1","1,437500000E0","-3,887500000E1"
1791,"2,831250000E1","1,562500000E0","-3,956250000E1"
1792,"2,881250000E1","1,875000000E0","-3,912500000E1"
1793,"2,850000000E1","1,562500000E0","-3,906250000E1"
1794,"2,893750000E1","1,562500000E0","-3,975000000E1"
1795,"2,906250000E1","1,875000000E0","-3,956250000E1"
1796,"2,887500000E1","1,312500000E0","-3,893750000E1"
1797,"2,856250000E1","1,500000000E0","-3,918750000E1"
1798,"2,843750000E1","2,125000000E0","-3,918750000E1"
1799,"2,875000000E1","1,812500000E0","-3,925000000E1"
1800,"2,875000000E1","1,562500000E0","-3,918750000E1"
1801,"2,856250000E1","1,250000000E0","-3,956250000E1"
1802,"2,887500000E1","1,437500000E0","-3,956250000E1"
1803,"2,881250000E1","1,000000000E0","-3,950000000E1"
1804,"2,850000000E1","1,437500000E0","-3,975000000E1"
1805,"2,881250000E1","1,437500000E0","-3,943750000E1"
1806,"2,862500000E1","1,750000000E0","-3,950000000E1"
1807,"2,856250000E1","1,937500000E0","-3,925000000E1"
1808,"2,850000000E1","1,250000000E0","-3,918750000E1"
1809,"2,850000000E1","1,937500000E0","-3,937500000E1"
1810,"2,887500000E1","1,000000000E0","-3,906250000E1"
1811,"2,850000000E1","1,250000000E0","-3,925000000E1"
1812,"2,887500000E1","1,437500000E0","-3,912500000E1"
1813,"2,843750000E1","1,875000000E0","-3,918750000E1"
1814,"2,887500000E1","1,625000000E0","-3,956250000E1"
1815,"2,831250000E1","1,562500000E0","-3,950000000E1"
1816,"2,831250000E1","1,437500000E0","-3,912500000E1"
1817,"2,881250000E1","1,187500000E0","-3,943750000E1"
1818,"2,875000000E1","1,875000000E0","-3,937500000E1"
1819,"2,843750000E1","1,437500000E0","-3,943750000E1"
1820,"2,856250000E1","1,437500000E0","-3,925000000E1"
1821,"2,906250000E1","8,750000000E-1","-3,881250000E1"
1822,"2,912500000E1","1,000000000E0","-3,875000000E1"
1823,"2,843750000E1","1,562500000E0","-3,943750000E1"
1824,"2,862500000E1","1,125000000E0","-3,918750000E1"
1825,"2,893750000E1","1,625000000E0","-3,906250000E1"
1826,"2,906250000E1","1,500000000E0","-3,937500000E1"
1827,"2,862500000E1","1,500000000E0","-3,968750000E1"
1828,"2,800000000E1","1,625000000E0","-3,956250000E1"
1829,"2,843750000E1","9,375000000E-1","-3,950000000E1"
1830,"2,812500000E1","1,625000000E0","-3,950000000E1"
1831,"2,893750000E1","1,562500000E0","-3,981250000E1"
1832,"2,943750000E1","1,625000000E0","-3,925000000E1"
1833,"2,912500000E1","1,437500000E0","-3,943750000E1"
1834,"2,843750000E1","1,250000000E0","-3,968750000E1"
1835,"2,906250000E1","1,125000000E0","-3,950000000E1"
1836,"2,881250000E1","1,250000000E0","-3,937500000E1"
1837,"2,906250000E1","1,250000000E0","-3,943750000E1"
1838,"2,881250000E1","1,125000000E0","-3,893750000E1"
1839,"2,831250000E1","1,625000000E0","-3,912500000E1"
1840,"2,881250000E1","1,312500000E0","-3,956250000E1"
1841,"2,825000000E1","1,437500000E0","-3,943750000E1"
1842,"2,893750000E1","1,250000000E0","-3,943750000E1"
1843,"2,862500000E1","1,500000000E0","-3,968750000E1"
1844,"2,843750000E1","1,312500000E0","-4,000000000E1"
1845,"2,881250000E1","1,562500000E0","-4,012500000E1"
1846,"2,893750000E1","1,500000000E0","-3,968750000E1"
1847,"2,881250000E1","1,125000000E0","-3,975000000E1"
1848,"2,881250000E1","1,312500000E0","-3,918750000E1"
1849,"2,881250000E1","1,562500000E0","-3,943750000E1"
1850,"2,862500000E1","9,375000000E-1","-3,975000000E1"
1851,"2,862500000E1","6,875000000E-1","-3,943750000E1"
1852,"2,912500000E1","1,625000000E0","-3,881250000E1"
1853,"2,862500000E1","1,562500000E0","-3,956250000E1"
1854,"2,831250000E1","1,250000000E0","-3,912500000E1"
1855,"2,887500000E1","8,125000000E-1","-3,912500000E1"
1856,"2,875000000E1","1,312500000E0","-3,956250000E1"
1857,"2,831250000E1","5,625000000E-1","-3,906250000E1"
1858,"2,893750000E1","1,312500000E0","-3,918750000E1"
1859,"2,856250000E1","1,812500000E0","-3,975000000E1"
1860,"2,856250000E1","1,187500000E0","-3,956250000E1"
1861,"2,875000000E1","8,750000000E-1","-3,912500000E1"
1862,"2,881250000E1","1,187500000E0","-3,937500000E1"
1863,"2,850000000E1","1,250000000E0","-3,918750000E1"
1864,"2,856250000E1","1,750000000E0","-3,968750000E1"
1865,"2,856250000E1","6,250000000E-1","-3,881250000E1"
1866,"2,887500000E1","1,187500000E0","-3,968750000E1"
1867,"2,906250000E1","1,875000000E0","-3,918750000E1"
1868,"2,856250000E1","1,437500000E0","-3,981250000E1"
1869,"2,843750000E1","2,062500000E0","-3,906250000E1"
1870,"2,825000000E1","1,000000000E0","-3,956250000E1"
1871,"2,831250000E1","1,187500000E0","-3,943750000E1"
1872,"2,875000000E1","1,250000000E0","-3,875000000E1"
1873,"2,893750000E1","3,125000000E-1","-3,987500000E1"
1874,"2,906250000E1","1,500000000E0","-3,893750000E1"
1875,"2,850000000E1","1,625000000E0","-3,975000000E1"
1876,"2,843750000E1","8,125000000E-1","-3,968750000E1"
1877,"2,843750000E1","1,125000000E0","-3,937500000E1"
1878,"2,906250000E1","8,125000000E-1","-3,975000000E1"
1879,"2,850000000E1","9,375000000E-1","-3,912500000E1"
1880,"2,862500000E1","1,312500000E0","-3,937500000E1"
1881,"2,875000000E1","1,000000000E0","-3,987500000E1"
1882,"2,856250000E1","1,187500000E0","-3,987500000E1"
1883,"2,875000000E1","1,312500000E0","-3,943750000E1"
1884,"2,843750000E1","1,125000000E0","-3,943750000E1"
1885,"2,893750000E1","9,375000000E-1","-3,912500000E1"
1886,"2,906250000E1","1,500000000E0","-3,943750000E1"
1887,"2,825000000E1","1,312500000E0","-3,925000000E1"
1888,"2,825000000E1","1,250000000E0","-3,950000000E1"
1889,"2,850000000E1","1,312500000E0","-3,950000000E1"
1890,"2,862500000E1","8,125000000E-1","-3,950000000E1"
1891,"2,912500000E1","1,000000000E0","-3,950000000E1"
1892,"2,825000000E1","1,250000000E0","-3,893750000E1"
1893,"2,893750000E1","1,000000000E0","-3,912500000E1"
1894,"2,906250000E1","1,187500000E0","-3,875000000E1"
1895,"2,818750000E1","1,250000000E0","-3,925000000E1"
1896,"2,862500000E1","1,625000000E0","-3,912500000E1"
1897,"2,881250000E1","1,250000000E0","-3,918750000E1"
1898,"2,925000000E1","1,125000000E0","-3,918750000E1"
1899,"2,843750000E1","1,562500000E0","-3,968750000E1"
1900,"1,906250000E1","-8,062500000E0","-2,768750000E1"
1901,"1,443750000E1","1,225000000E1","-2,125000000E1"
1902,"9,875000000E0","1,006250000E1","-2,518750000E1"
1903,"3,000000000E0","7,750000000E0","-2,750000000E1"
1904,"3,312500000E0","3,125000000E0","-3,112500000E1"
1905,"2,875000000E0","-1,150000000E1","-3,393750000E1"
1906,"3,312500000E0","-1,681250000E1","-3,268750000E1"
1907,"1,262500000E1","-2,437500000E0","-4,031250000E1"
1908,"2,231250000E1","-1,093750000E1","-3,550000000E1"
1909,"2,037500000E1","-5,125000000E0","-3,518750000E1"
1910,"1,700000000E1","-9,187500000E0","-3,350000000E1"
1911,"1,293750000E1","-2,168750000E1","-2,912500000E1"
1912,"1,268750000E1","-3,087500000E1","-1,843750000E1"
1913,"3,125000000E0","-3,250000000E1","-2,356250000E1"
1914,"5,750000000E0","-3,356250000E1","-1,800000000E1"
1915,"-2,437500000E0","-3,606250000E1","-2,043750000E1"
1916,"5,125000000E0","-3,900000000E1","-2,600000000E1"
1917,"2,325000000E1","-3,400000000E1","-2,781250000E1"
1918,"2,918750000E1","-5,312500000E0","-4,106250000E1"
1919,"1,300000000E1","1,537500000E1","-4,393750000E1"
1920,"2,187500000E0","1,381250000E1","-3,550000000E1"
1921,"2,187500000E0","1,193750000E1","-3,137500000E1"
1922,"8,125000000E-1","1,025000000E1","-3,143750000E1"
1923,"3,125000000E-1","6,562500000E0","-3,225000000E1"
1924,"4,375000000E0","5,687500000E0","-2,800000000E1"
1925,"3,125000000E0","-1,500000000E0","-2,612500000E1"
1926,"-3,125000000E-1","7,562500000E0","-2,725000000E1"
1927,"1,937500000E0","8,750000000E0","-3,068750000E1"
1928,"1,250000000E0","6,937500000E0","-3,593750000E1"
1929,"-5,000000000E-1","-1,062500000E0","-3,687500000E1"
1930,"-2,937500000E0","2,125000000E0","-3,887500000E1"
1931,"7,625000000E0","4,062500000E0","-4,325000000E1"
1932,"1,075000000E1","1,500000000E1","-3,987500000E1"
1933,"1,568750000E1","1,087500000E1","-3,893750000E1"
1934,"1,487500000E1","1,600000000E1","-3,918750000E1"
1935,"-1,762500000E1","1,581250000E1","-3,625000000E1"
1936,"-1,268750000E1","9,375000000E0","-3,875000000E1"
1937,"8,625000000E0","1,837500000E1","-4,037500000E1"
1938,"2,600000000E1","2,562500000E0","-4,343750000E1"
1939,"2,668750000E1","-7,000000000E0","-3,818750000E1"
1940,"2,100000000E1","-1,543750000E1","-3,693750000E1"
1941,"1,675000000E1","-7,500000000E0","-4,075000000E1"
1942,"2,318750000E1","6,250000000E-1","-3,756250000E1"
1943,"1,950000000E1","3,937500000E0","-3,668750000E1"
1944,"1,468750000E1","-4,812500000E0","-3,518750000E1"
1945,"5,125000000E0","1,456250000E1","-3,831250000E1"
1946,"-2,125000000E0","1,150000000E1","-4,112500000E1"
1947,"-4,687500000E0","8,812500000E0","-4,031250000E1"
1948,"-6,750000000E0","9,875000000E0","-3,256250000E1"
1949,"-9,937500000E0","7,125000000E0","-3,125000000E1"
1950,"-9,312500000E0","7,062500000E0","-3,443750000E1"
1951,"-6,250000000E0","1,393750000E1","-3,800000000E1"
1952,"-4,500000000E0","1,568750000E1","-4,487500000E1"
1953,"6,062500000E0","1,537500000E1","-4,193750000E1"
1954,"1,562500000E1","4,000000000E0","-3,612500000E1"
1955,"2,193750000E1","4,875000000E0","-3,068750000E1"
1956,"1,825000000E1","-6,250000000E-2","-3,331250000E1"
1957,"1,875000000E1","-2,875000000E0","-3,312500000E1"
1958,"1,818750000E1","-5,687500000E0","-3,450000000E1"
1959,"1,825000000E1","-5,437500000E0","-3,750000000E1"
1960,"1,856250000E1","4,250000000E0","-3,606250000E1"
1961,"1,756250000E1","5,875000000E0","-3,637500000E1"
1962,"1,693750000E1","6,625000000E0","-3,518750000E1"
1963,"2,468750000E1","9,312500000E0","-2,487500000E1"
1964,"2,131250000E1","-7,625000000E0","-3,075000000E1"
1965,"1,593750000E1","-1,093750000E1","-3,606250000E1"
1966,"1,225000000E1","-3,375000000E0","-3,631250000E1"
1967,"2,812500000E0","6,937500000E0","-3,412500000E1"
1968,"7,000000000E0","1,525000000E1","-3,318750000E1"
1969,"1,137500000E1","1,306250000E1","-3,487500000E1"
1970,"1,312500000E1","6,500000000E0","-3,506250000E1"
1971,"1,518750000E1","1,187500000E1","-3,662500000E1"
1972,"1,893750000E1","4,062500000E0","-4,075000000E1"
1973,"2,606250000E1","1,187500000E0","-4,256250000E1"
1974,"3,912500000E1","1,443750000E1","-4,106250000E1"
1975,"2,937500000E1","2,381250000E1","-3,937500000E1"
1976,"2,625000000E1","7,875000000E0","-4,162500000E1"
1977,"2,162500000E1","-2,875000000E0","-4,300000000E1"
1978,"2,081250000E1","-5,312500000E0","-4,068750000E1"
1979,"1,162500000E1","6,312500000E0","-3,975000000E1"
1980,"2,062500000E0","5,500000000E0","-4,356250000E1"
1981,"1,018750000E1","5,000000000E0","-4,437500000E1"
1982,"1,318750000E1","6,312500000E0","-4,537500000E1"
1983,"1,818750000E1","-1,075000000E1","-4,287500000E1"
1984,"7,375000000E0","-1,806250000E1","-4,187500000E1"
1985,"-4,562500000E0","-1,462500000E1","-4,137500000E1"
1986,"-9,062500000E0","-2,493750000E1","-3,206250000E1"
1987,"-1,437500000E0","-1,950000000E1","-3,412500000E1"
1988,"6,250000000E-2","-1,618750000E1","-3,375000000E1"
1989,"9,062500000E0","-1,075000000E1","-3,631250000E1"
1990,"1,206250000E1","-5,750000000E0","-4,031250000E1"
1991,"1,362500000E1","-9,062500000E0","-4,256250000E1"
1992,"7,875000000E0","-1,462500000E1","-4,350000000E1"
1993,"1,006250000E1","-1,031250000E1","-4,468750000E1"
1994,"1,875000000E0","-2,193750000E1","-3,881250000E1"
1995,"1,562500000E0","-1,856250000E1","-3,906250000E1"
1996,"1,562500000E0","-2,587500000E1","-3,312500000E1"
1997,"1,018750000E1","-1,743750000E1","-3,756250000E1"
1998,"1,768750000E1","-1,693750000E1","-3,168750000E1"
1999,"1,131250000E1","-2,275000000E1","-3,106250000E1"
2000,"7,375000000E0","-2,137500000E1","-3,262500000E1"
2001,"7,687500000E0","-2,087500000E1","-2,893750000E1"
2002,"8,812500000E0","-7,562500000E0","-3,262500000E1"
2003,"2,043750000E1","-1,293750000E1","-3,531250000E1"
2004,"1,262500000E1","-2,275000000E1","-3,075000000E1"
2005,"1,731250000E1","-1,375000000E1","-3,518750000E1"
2006,"1,562500000E1","-9,062500000E0","-3,950000000E1"
2007,"1,356250000E1","5,250000000E0","-3,956250000E1"
2008,"1,506250000E1","6,437500000E0","-3,768750000E1"
2009,"1,518750000E1","4,000000000E0","-3,643750000E1"
2010,"1,656250000E1","8,750000000E-1","-3,406250000E1"
2011,"8,937500000E0","-1,000000000E0","-2,937500000E1"
2012,"7,562500000E0","1,625000000E0","-2,956250000E1"
2013,"9,562500000E0","8,437500000E0","-3,250000000E1"
2014,"1,550000000E1","2,750000000E0","-4,268750000E1"
2015,"1,468750000E1","-1,000000000E1","-3,925000000E1"
2016,"1,200000000E1","-1,693750000E1","-3,725000000E1"
2017,"7,500000000E0","-2,218750000E1","-3,256250000E1"
2018,"6,562500000E0","-1,981250000E1","-3,018750000E1"
2019,"-9,875000000E0","-2,537500000E1","-2,512500000E1"
2020,"-1,325000000E1","-1,906250000E1","-2,543750000E1"
2021,"-1,212500000E1","-1,368750000E1","-2,812500000E1"
2022,"-1,362500000E1","-1,343750000E1","-2,850000000E1"
2023,"-1,356250000E1","-1,356250000E1","-2,981250000E1"
2024,"-1,543750000E1","-1,187500000E1","-2,987500000E1"
2025,"-1,625000000E1","-1,125000000E1","-2,918750000E1"
2026,"-1,556250000E1","-1,062500000E1","-3,081250000E1"
2027,"-1,493750000E1","-1,693750000E1","-2,725000000E1"
2028,"-1,643750000E1","-2,106250000E1","-2,112500000E1"
2029,"-1,425000000E1","-2,162500000E1","-2,193750000E1"
2030,"-7,375000000E0","-2,025000000E1","-2,362500000E1"
2031,"-2,812500000E0","-1,950000000E1","-2,631250000E1"
2032,"-7,687500000E0","-2,125000000E1","-2,843750000E1"
2033,"-1,106250000E1","-1,337500000E1","-3,331250000E1"
2034,"-1,200000000E1","-5,125000000E0","-3,800000000E1"
2035,"-1,050000000E1","-6,937500000E0","-3,943750000E1"
2036,"-9,625000000E0","-1,287500000E1","-3,331250000E1"
2037,"-1,237500000E1","-1,118750000E1","-2,550000000E1"
2038,"-1,550000000E1","-4,812500000E0","-2,943750000E1"
2039,"-1,606250000E1","-3,750000000E0","-3,425000000E1"
2040,"-1,793750000E1","-1,500000000E0","-3,568750000E1"
2041,"-1,950000000E1","-8,750000000E0","-3,637500000E1"
2042,"-1,293750000E1","-2,150000000E1","-4,312500000E1"
2043,"-1,262500000E1","-1,937500000E1","-4,475000000E1"
2044,"-1,887500000E1","-1,618750000E1","-3,193750000E1"
2045,"-2,525000000E1","-7,000000000E0","-2,800000000E1"
2046,"-2,512500000E1","-6,500000000E0","-2,981250000E1"
2047,"-2,062500000E1","-4,750000000E0","-3,456250000E1"
2048,"-1,806250000E1","-1,375000000E1","-3,550000000E1"
2049,"-9,875000000E0","-1,668750000E1","-3,318750000E1"
2050,"-1,031250000E1","-1,537500000E1","-2,856250000E1"
2051,"-9,875000000E0","-7,187500000E0","-2,256250000E1"
2052,"-1,237500000E1","5,562500000E0","-2,537500000E1"
2053,"-1,250000000E1","7,562500000E0","-3,125000000E1"
2054,"-1,125000000E1","6,875000000E0","-3,787500000E1"
2055,"-1,062500000E1","6,812500000E0","-4,018750000E1"
2056,"-1,468750000E1","5,000000000E-1","-3,937500000E1"
2057,"-1,687500000E1","2,500000000E-1","-3,656250000E1"
2058,"-1,531250000E1","3,000000000E0","-3,581250000E1"
2059,"-1,556250000E1","4,062500000E0","-3,581250000E1"
2060,"-1,081250000E1","5,500000000E0","-3,881250000E1"
2061,"-7,437500000E0","1,625000000E0","-3,831250000E1"
2062,"-6,250000000E0","6,437500000E0","-3,725000000E1"
2063,"-1,118750000E1","-4,437500000E0","-3,600000000E1"
2064,"-1,406250000E1","-3,125000000E0","-3,675000000E1"
2065,"-1,243750000E1","7,375000000E0","-3,675000000E1"
2066,"-6,250000000E0","1,175000000E1","-3,975000000E1"
2067,"-5,937500000E0","4,750000000E0","-4,512500000E1"
2068,"-5,937500000E0","-5,937500000E0","-4,406250000E1"
2069,"-1,018750000E1","-7,500000000E0","-3,987500000E1"
2070,"-1,587500000E1","-2,418750000E1","-2,925000000E1"
2071,"-3,562500000E0","-2,156250000E1","-3,687500000E1"
2072,"7,875000000E0","-2,068750000E1","-4,050000000E1"
2073,"1,300000000E1","-2,031250000E1","-3,906250000E1"
2074,"1,475000000E1","-1,918750000E1","-3,793750000E1"
2075,"8,125000000E0","-2,462500000E1","-3,531250000E1"
2076,"1,062500000E0","-2,462500000E1","-3,425000000E1"
2077,"-4,375000000E-1","-2,168750000E1","-3,700000000E1"
2078,"-4,812500000E0","-1,912500000E1","-3,506250000E1"
2079,"-1,231250000E1","-1,781250000E1","-3,156250000E1"
2080,"-1,431250000E1","-1,506250000E1","-2,943750000E1"
2081,"-1,418750000E1","-1,568750000E1","-2,793750000E1"
2082,"-1,593750000E1","-1,368750000E1","-2,912500000E1"
2083,"-2,081250000E1","-1,200000000E1","-2,881250000E1"
2084,"-2,468750000E1","-8,062500000E0","-3,031250000E1"
2085,"-3,156250000E1","-5,875000000E0","-3,468750000E1"
2086,"-2,462500000E1","-1,000000000E1","-3,850000000E1"
2087,"-1,625000000E1","-1,000000000E0","-3,856250000E1"
2088,"-7,625000000E0","4,937500000E0","-4,037500000E1"
2089,"-7,500000000E-1","8,812500000E0","-4,193750000E1"
2090,"-5,750000000E0","6,250000000E-2","-4,156250000E1"
2091,"-3,875000000E0","3,312500000E0","-4,156250000E1"
2092,"-1,375000000E0","9,000000000E0","-4,262500000E1"
2093,"-2,375000000E0","1,118750000E1","-4,331250000E1"
2094,"1,125000000E1","5,187500000E0","-4,675000000E1"
2095,"1,750000000E1","-3,125000000E0","-4,050000000E1"
2096,"1,850000000E1","-9,437500000E0","-3,250000000E1"
2097,"1,631250000E1","-6,250000000E0","-2,756250000E1"
2098,"1,481250000E1","-4,187500000E0","-2,987500000E1"
2099,"1,593750000E1","-1,937500000E0","-3,375000000E1"
2100,"1,500000000E1","-2,500000000E-1","-3,668750000E1"
2101,"1,256250000E1","-3,062500000E0","-3,768750000E1"
2102,"1,568750000E1","-3,687500000E0","-3,718750000E1"
2103,"1,862500000E1","-6,875000000E0","-3,512500000E1"
2104,"-6,437500000E0","-1,875000000E1","-3,425000000E1"
2105,"-1,018750000E1","-1,306250000E1","-3,643750000E1"
2106,"-1,362500000E1","-1,400000000E1","-3,425000000E1"
2107,"-1,737500000E1","-1,306250000E1","-3,418750000E1"
2108,"-1,606250000E1","-1,787500000E1","-3,318750000E1"
2109,"-1,500000000E1","-1,943750000E1","-3,256250000E1"
2110,"-1,762500000E1","-1,806250000E1","-3,175000000E1"
2111,"-1,500000000E1","-1,806250000E1","-3,312500000E1"
2112,"-9,375000000E-1","-2,225000000E1","-3,568750000E1"
2113,"1,331250000E1","-1,775000000E1","-3,331250000E1"
2114,"1,500000000E1","-1,200000000E1","-3,456250000E1"
2115,"1,137500000E1","-1,325000000E1","-3,818750000E1"
2116,"8,562500000E0","-1,775000000E1","-3,843750000E1"
2117,"2,625000000E0","-2,325000000E1","-3,443750000E1"
2118,"-1,812500000E0","-2,343750000E1","-3,568750000E1"
2119,"-6,812500000E0","-2,075000000E1","-3,312500000E1"
2120,"-1,112500000E1","-1,950000000E1","-3,175000000E1"
2121,"-1,450000000E1","-1,543750000E1","-3,318750000E1"
2122,"-1,431250000E1","-1,062500000E1","-3,543750000E1"
2123,"-7,812500000E0","-7,750000000E0","-3,787500000E1"
2124,"-1,300000000E1","-8,187500000E0","-3,393750000E1"
2125,"-8,750000000E0","6,875000000E-1","-3,643750000E1"
2126,"-5,812500000E0","-5,625000000E-1","-3,937500000E1"
2127,"-8,250000000E0","2,062500000E0","-4,050000000E1"
2128,"-6,062500000E0","5,062500000E0","-4,050000000E1"
2129,"6,750000000E0","1,381250000E1","-3,687500000E1"
2130,"1,287500000E1","6,750000000E0","-3,793750000E1"
2131,"1,137500000E1","-2,500000000E0","-3,950000000E1"
2132,"1,206250000E1","-4,062500000E0","-3,975000000E1"
2133,"1,537500000E1","-2,312500000E0","-3,818750000E1"
2134,"1,450000000E1","-7,312500000E0","-3,668750000E1"
2135,"1,350000000E1","-1,431250000E1","-3,706250000E1"
2136,"1,662500000E1","-1,250000000E0","-3,968750000E1"
2137,"1,593750000E1","5,312500000E0","-3,781250000E1"
2138,"2,187500000E1","5,500000000E0","-3,737500000E1"
2139,"2,875000000E0","3,437500000E0","-4,093750000E1"
2140,"-5,500000000E0","-2,500000000E-1","-4,112500000E1"
2141,"-7,125000000E0","-6,250000000E-1","-3,875000000E1"
2142,"-1,312500000E1","-8,437500000E0","-3,643750000E1"
2143,"-1,218750000E1","-1,712500000E1","-3,425000000E1"
2144,"-1,650000000E1","-1,718750000E1","-3,031250000E1"
2145,"-1,531250000E1","-1,875000000E1","-2,793750000E1"
2146,"-1,368750000E1","-1,668750000E1","-2,812500000E1"
2147,"-1,587500000E1","-1,306250000E1","-2,687500000E1"
2148,"-1,450000000E1","-1,287500000E1","-3,137500000E1"
2149,"-1,012500000E1","-1,137500000E1","-4,393750000E1"
2150,"-2,125000000E0","-2,531250000E1","-4,225000000E1"
2151,"-5,437500000E0","-3,543750000E1","-2,925000000E1"
2152,"6,000000000E0","-2,856250000E1","-3,143750000E1"
2153,"1,081250000E1","-2,350000000E1","-3,350000000E1"
2154,"6,375000000E0","-2,543750000E1","-3,393750000E1"
2155,"8,625000000E0","-2,662500000E1","-3,162500000E1"
2156,"1,756250000E1","-2,012500000E1","-3,506250000E1"
2157,"3,581250000E1","-1,993750000E1","-4,218750000E1"
2158,"2,518750000E1","-1,087500000E1","-4,031250000E1"
2159,"2,143750000E1","-4,062500000E0","-3,575000000E1"
2160,"1,518750000E1","-3,437500000E0","-3,600000000E1"
2161,"1,200000000E1","-1,312500000E0","-3,450000000E1"
2162,"6,875000000E0","-3,562500000E0","-3,831250000E1"
2163,"-5,187500000E0","-3,750000000E-1","-3,956250000E1"
2164,"-1,368750000E1","2,500000000E-1","-3,668750000E1"
2165,"-1,400000000E1","4,625000000E0","-3,693750000E1"
2166,"-1,531250000E1","3,500000000E0","-3,725000000E1"
2167,"-1,950000000E1","-2,937500000E0","-3,162500000E1"
2168,"-2,025000000E1","-1,687500000E0","-3,106250000E1"
2169,"-2,025000000E1","-8,500000000E0","-3,381250000E1"
2170,"-1,625000000E1","-1,750000000E1","-3,218750000E1"
2171,"-1,987500000E1","-1,856250000E1","-3,068750000E1"
2172,"-1,487500000E1","-2,493750000E1","-2,987500000E1"
2173,"-6,375000000E0","-2,618750000E1","-2,956250000E1"
2174,"3,125000000E-1","-2,950000000E1","-2,893750000E1"
2175,"4,187500000E0","-3,200000000E1","-2,762500000E1"
2176,"3,250000000E0","-3,387500000E1","-2,406250000E1"
2177,"-1,187500000E0","-3,200000000E1","-2,237500000E1"
2178,"-3,125000000E0","-3,275000000E1","-2,068750000E1"
2179,"-5,937500000E0","-3,375000000E1","-2,293750000E1"
2180,"-9,687500000E0","-3,712500000E1","-2,318750000E1"
2181,"-3,312500000E0","-2,537500000E1","-2,987500000E1"
2182,"-1,875000000E0","-2,418750000E1","-2,768750000E1"
2183,"-3,437500000E0","-2,962500000E1","-1,756250000E1"
2184,"-4,250000000E0","-2,806250000E1","-1,362500000E1"
2185,"-3,125000000E0","-2,400000000E1","-1,543750000E1"
2186,"-2,375000000E0","-2,031250000E1","-1,625000000E1"
2187,"-2,187500000E0","-2,006250000E1","-1,981250000E1"
2188,"-1,875000000E0","-2,068750000E1","-2,206250000E1"
2189,"1,250000000E-1","-2,356250000E1","-2,093750000E1"
2190,"1,312500000E0","-2,375000000E1","-1,950000000E1"
2191,"0,000000000E0","-2,306250000E1","-1,943750000E1"
2192,"-8,562500000E0","-2,568750000E1","-1,843750000E1"
2193,"-1,112500000E1","-2,562500000E1","-2,450000000E1"
2194,"-6,562500000E0","-3,306250000E1","-2,512500000E1"
2195,"-1,093750000E1","-3,918750000E1","-2,425000000E1"
2196,"-3,862500000E1","-1,500000000E1","-3,943750000E1"
2197,"-2,487500000E1","7,562500000E0","-4,656250000E1"
2198,"-1,800000000E1","1,993750000E1","-4,093750000E1"
2199,"1,312500000E0","1,337500000E1","-4,081250000E1"
2200,"2,062500000E0","1,081250000E1","-3,687500000E1"
2201,"1,750000000E0","8,625000000E0","-4,193750000E1"
2202,"-4,687500000E0","2,687500000E0","-3,725000000E1"
2203,"-3,937500000E0","1,031250000E1","-5,006250000E1"
2204,"-6,562500000E0","9,437500000E0","-4,700000000E1"
2205,"6,250000000E-1","-5,875000000E0","-4,000000000E1"
2206,"1,531250000E1","-1,962500000E1","-3,312500000E1"
2207,"1,693750000E1","-1,912500000E1","-3,550000000E1"
2208,"1,687500000E1","-1,775000000E1","-3,718750000E1"
2209,"2,268750000E1","-1,850000000E1","-3,300000000E1"
2210,"1,737500000E1","-1,875000000E0","-4,237500000E1"
2211,"2,637500000E1","-1,250000000E-1","-3,706250000E1"
